Speech;Timestamp
Hvala. Dakle, bili smo, sredovi, u izvijesnom smislu universalne teorije.;0:00:00 - 0:00:08.400000
To smo nekako bedno rekli, to su teorije koje su akcijomatizirane nekim universalnim formulama,;0:00:09.040000 - 0:00:14.360000
dakle, formulama koje imaju samo universalne kvantifikatore na početku;0:00:14.360000 - 0:00:17.960000
i nakon toga formulu bez kvantifikatora.;0:00:18.360000 - 0:00:21.040000
Važno je da su na početku, jer, kažem, inače možete sa kondicionalima i negacijama i tako;0:00:21.360000 - 0:00:27.440000
možete postići da zapravo onda možete sve kvadratiti, bilo kakav raspored kvantifikatora ima.;0:00:27.440000 - 0:00:34
Dakle, jednom kad kažete da je preneksna normalna forma, onda ima smisla reći kakvi su kvantifikatori na početku.;0:00:34 - 0:00:41
Dakle, ako su samo universalni, onda smo vidjeli da to zapravo odgovara očuvanju na podmodele.;0:00:41 - 0:00:48
Dakle, ako je nešto model takve teorije, onda je i podmodel i bilo kakav,;0:00:48 - 0:00:54
bilo kakva podstruktura također model.;0:00:54.560000 - 0:01:00.560000
To bi bilo, mislim, ako znate nešto o aritmetičkoj ili analitičkoj hirarhiji, to bi bilo pi 1,;0:01:00.560000 - 0:01:10.080000
dakle, one koje počinju sa univerzalnim kvantifikatorima.;0:01:10.080000 - 0:01:13.080000
Nakon toga imaju samo formule bez kvantifikatora.;0:01:13.080000 - 0:01:17.560000
A onda smo pogledali nešto što se opišno u toj hirarhiji zove sigma 1,;0:01:17.560000 - 0:01:21.560000
dakle, ono što počinje samo sa egzistencijalnim kvantifikatorima.;0:01:21.640000 - 0:01:25.640000
E sad ćemo gledati nešto što se zove pi 2.;0:01:25.640000 - 0:01:28.640000
Dakle, šta znači pi 2? To znači počinje sa univerzalnim kvantifikatorom,;0:01:29.640000 - 0:01:33.640000
i može ih biti proizvoljno konačno mnogo za redom,;0:01:33.640000 - 0:01:36.640000
a nakon toga idu egzistencijalni kvantifikatori, opet proizvoljno konačno mnogo za redom.;0:01:36.640000 - 0:01:41.640000
I opet nakon toga ide samo otvorena formula.;0:01:41.640000 - 0:01:44.640000
Dakle, to sad nema neki pametan način, naziv, ali jednostavno,;0:01:44.640000 - 0:01:47.640000
mislim, ima pametan naziv, pametan naziv je pi 2,;0:01:47.640000 - 0:01:50.640000
ali mi ćemo to u ovom kontekstu nazivati jednostavno kao za svaki postoji formula.;0:01:50.720000 - 0:01:56.720000
Teorija je naravno za svaki postoji teorija,;0:01:57.720000 - 0:01:59.720000
ako su sve njeni elementi za svaki postoji formule.;0:01:59.720000 - 0:02:03.720000
Dakle, aksijomatizirana je takvim formulama.;0:02:03.720000 - 0:02:06.720000
