Speech;Timestamp
To sigurno nije ovaj T crtica od osgora, ali;0:00:00 - 0:00:04
dakle, imamo nekakav model za T, imamo nekakav model za T crtica;0:00:04 - 0:00:09
i sad model za ovu, ajmo reći, veću teoriju nad bogatijom signaturom;0:00:09 - 0:00:18
je elementarni podmodel od strukture za ovu siromašnju.;0:00:18 - 0:00:24
Naravno, jednom kad ga osiromašnjimo, kad mu stavimo ovaj minus.;0:00:24 - 0:00:28
Evo sad, onda ova lema kaže da to onda mogu,;0:00:28 - 0:00:32
tu elementarnu podmodelnost mogu obogatiti.;0:00:32 - 0:00:35
Znači mogu naći nekakav ovdje koji je bogatiji;0:00:35 - 0:00:40
tako da čitav N1, nijedan minus, bude elementarni podmodel od tog N2.;0:00:42 - 0:00:47
Sam ga tu nazvao.;0:00:47 - 0:00:49
Dobro, dakle, kak se to dokaže, kažem, vrlo slično kao i prva lema.;0:00:50 - 0:00:55
Znači promatram teoriju potpun diagram od M,;0:00:55 - 0:00:59
punija potpun diagram od N1.;0:01:01 - 0:01:05
I sad opet uzmem S, podskup, konačan.;0:01:06 - 0:01:13
I pretpostavim da nije ispunjiv.;0:01:13 - 0:01:16
Sada, šta bi to značilo?;0:01:17 - 0:01:23
To bi značilo da, opet sad, taj S je zapravo S presjek D od M,;0:01:24 - 0:01:33
unija S bez D od M.;0:01:34 - 0:01:40
I sad, i jedan i drugi skup su konačni, naravno, ovo je podskup od D od M.;0:01:41 - 0:01:49
Šta sam tu napisao? N1.;0:01:50 - 0:01:53
I sad ide dolje.;0:01:54 - 0:01:56
Dakle, na dva mjesta sad imamo onu priču od prošle leme,;0:02:02 - 0:02:07
ali u svakom slučaju, diagrami su, bilo kakvi diagrami,;0:02:07 - 0:02:11
pa i potpuni diagrami su zatvoreni na konjunkciju.;0:02:12 - 0:02:15
Pa onda, koju formulu, sigma formulu F?;0:02:30 - 0:02:35
Aha, N1.;0:02:38 - 0:02:41
Da, možda je bolje onda ovako.;0:02:50 - 0:02:53
A mislim, naravno, da je isto, ali...;0:02:59 - 0:03:02
Sad će ovo biti tu, pa ovo će biti tu.;0:03:08 - 0:03:13
I onda sad, kad ovdje kažem konjunkciju svih tih konačno mnogo formula...;0:03:14 - 0:03:19
Aha, ne.;0:03:23 - 0:03:24
Aha, da, jer je pisalo zdravostne skupove na operaciju.;0:03:29 - 0:03:33
Da, ali, ne, pokušavam skužiti kak se dobije ovaj F.;0:03:33 - 0:03:36
F se vjerojatno dobije tako da se svi stave unutra.;0:03:37 - 0:03:40
Ali onda je pitanje kak mogu reći da je to u D od M.;0:03:41 - 0:03:44
Pa šta, jednostavno, čekaj sam, ovo znači...;0:03:49 - 0:03:52
Dobro, ono što sigurno sad to mogu reći je da, dakle, ovo...;0:03:56 - 0:04:01
Ovo nema modela. Dakle...;0:04:04 - 0:04:07
Da, ako bih išao kao u prvoj lembi, onda bih morao reći;0:04:10 - 0:04:13
