Speech;Timestamp
Ovo je možda naša prva prvog vrha.;0:00:00 - 0:00:04
Uvijek je to nije vrlo dobro.;0:00:04 - 0:00:07
Ovo je naša prva prva vrha.;0:00:07 - 0:00:10
Ovo je naša prva vrha.;0:00:10 - 0:00:13
Ovo je naša prva vrha.;0:00:13 - 0:00:16
Ovo je naša prva vrha.;0:00:16 - 0:00:19
Ovo je naša prva vrha.;0:00:19 - 0:00:22
Možemo?;0:00:22 - 0:00:25
Tako da...;0:00:26 - 0:00:29
Ako se sjećate,;0:00:32 - 0:00:35
teorija ACF,;0:00:35 - 0:00:38
algebraically closed fields,;0:00:38 - 0:00:41
teorija algebarskih zatvorenih polja.;0:00:41 - 0:00:44
Šta bi to bilo?;0:00:44 - 0:00:47
Imamo nekih konačno 9 aksijoma teorije polja.;0:00:47 - 0:00:50
I još imamo beskonačno aksijoma,;0:00:50 - 0:00:53
znači po 1 za svaki stupanj veći od 1,;0:00:53 - 0:00:56
koji kaže da svi polinomi tog stupnja imaju nul točku.;0:00:56 - 0:01:01
Recimo, na primjer, za stupanj 2 bi to bilo za svaki a,;0:01:01 - 0:01:04
za svaki b, za svaki c.;0:01:04 - 0:01:07
Postoji x takav da a puta x puta x plus...;0:01:07 - 0:01:10
Dobro, pardon, naravno, a nije nula.;0:01:10 - 0:01:13
Poglači...;0:01:13 - 0:01:16
a puta x puta x plus b puta x plus c.;0:01:18 - 0:01:22
Dobro.;0:01:23 - 0:01:26
I tako kažem, po jedna takva formula;0:01:26 - 0:01:29
za svaki mogući stupanj poljama.;0:01:29 - 0:01:32
Dakle, to je teorija algebarskih zatvorenih polja;0:01:32 - 0:01:35
i sada želimo dokazati, mislim dokazati,;0:01:35 - 0:01:38
malo mahat rukama, ali čisto da vidimo;0:01:38 - 0:01:41
kako izgleda dokaz za tu teoriju;0:01:41 - 0:01:44
da dopušta eliminaciju kvantifikatora.;0:01:44 - 0:01:47
Dakle, opet, ona Lema kaže;0:01:47 - 0:01:51
dovoljno mi je gledati primitivne,;0:01:51 - 0:01:55
egzistencijalne sa jednim kvantifikatorom.;0:01:55 - 0:01:58
Dakle, pišem zapravo postoji x...;0:01:58 - 0:02:02
Aha, ovdje pišem y zapravo.;0:02:05 - 0:02:08
Takav da i sad tu ide;0:02:08 - 0:02:11
ovaj elementarna konjunkcija.;0:02:11 - 0:02:15
Znači, konjunkcija atomarnih formula.;0:02:15 - 0:02:18
Međutim, što je naša signatura?;0:02:18 - 0:02:20
Naša signatura, teorija polja, naravno ima jednakost,;0:02:20 - 0:02:23
koju je svaka signatura.;0:02:23 - 0:02:25
Ima plus i puta iz teorije polja i to je to.;0:02:25 - 0:02:29
Dakle, možemo sad još naravno čisto;0:02:29 - 0:02:33
da nam bude lakše govoriti o poljima.;0:02:33 - 0:02:36
Imate ono posebnu oznaku za nulu i za jedinicu,;0:02:36 - 0:02:40
ali čak i nije nužno.;0:02:40 - 0:02:42
