Speech;Timestamp
Kako se to onda...;0:00:00 - 0:00:02
E, dakle, jednu stvar nisam važno rekao.;0:00:10 - 0:00:12
Mislim, dakle, ne samo da smijem predpostaviti da su ovi y-ovi padajući;0:00:12 - 0:00:18
i da počnju sa i, nego još smijem predpostaviti da im je presjeh prazan.;0:00:19 - 0:00:23
Dakle, bilo je samo kao presjeh nije u, ali zapravo to je isto bila jedna od onih;0:00:23 - 0:00:28
ekvivalentnih formulacija prebrojeva nepotpunosti.;0:00:28 - 0:00:31
Dakle, da smijem predpostaviti da je presjek baš prazan.;0:00:31 - 0:00:33
Naravno, da on sigurno nije u, ali i manje od toga.;0:00:33 - 0:00:37
Dakle, kao zapravo mogu samo sve te y-ove još presjeći sa presjekom svih...;0:00:37 - 0:00:47
E, ne znam točno kako se to dokaže, ali to smo dokazali da to također mogu predpostaviti.;0:00:48 - 0:00:55
Dobro, znači imam ovo.;0:00:55 - 0:00:59
I svi oni su, naravno, i ovaj elementi i su, ali;0:01:09 - 0:01:15
ne samo da nije u, nego da je prazan.;0:01:15 - 0:01:26
E, sad se možemo, znači to je jedna stvar koju trebamo gledati.;0:01:30 - 0:01:34
Druga stvar koju trebamo gledati je ovaj a, znači ova imena za objekte.;0:01:34 - 0:01:42
Evo, dakle, to smo rekli a i j.;0:01:42 - 0:01:45
a je zapravo nekakav klasa od a, k.;0:01:46 - 0:01:52
Pričajemo je k i n.;0:01:55 - 0:01:57
Znači svaki od ovih je element ultra produkta.;0:02:00 - 0:02:06
I, i, i, da.;0:02:07 - 0:02:13
Što znači da je, znači ovo tu je element toga,;0:02:13 - 0:02:17
a to onda znači da je sam a, k,;0:02:17 - 0:02:22
znači, ne, to nije niz po k, dakle, to je baš a, k kao nekakva funkcija,;0:02:25 - 0:02:30
ide sa i, i, i, da.;0:02:30 - 0:02:34
Ok.;0:02:36 - 0:02:38
I onda, dakle, umjesto da gledam a prvo za svaki k iz n, pa onda za svaki i iz i,;0:02:40 - 0:02:46
gledam obrnuto i to nazovem, znači, a, k od i, k iz n, to nazovem a, i.;0:02:46 - 0:02:56
Znači, šta je to? To su nekako parcijalne komponente svih ovih imena,;0:02:56 - 0:03:02
prebrojiva mnogo ili konačno mnogo imena.;0:03:02 - 0:03:04
