Speech;Timestamp
Ideja danas je dokazati Gensenov Haupzatz za sistem LK.;0:00:00 - 0:00:06
A da bismo ga dokazali, dokazat ćemo prvo jedan rezultat koji se zove glavna lema,;0:00:08.360000 - 0:00:12.260000
koji praktički direktno dokazuje Gensenov Haupzatz.;0:00:12.260000 - 0:00:15
Dakle, ideja je eliminirati rez.;0:00:15.360000 - 0:00:17.500000
Znači, nekak...;0:00:18.060000 - 0:00:19.060000
Glavna lema, će mi reći, mogu... Aha, dobro, ajde, neću vam reći još. Budete vi meni reći.;0:00:20.360000 - 0:00:25.300000
Dobro, znači eliminirali rez mi već jesmo u LK,;0:00:26.100000 - 0:00:29.560000
ali samo na jednom primjeru, sad bi to htjeli napraviti općerit, jel?;0:00:29.560000 - 0:00:32.760000
Dobro?;0:00:33.860000 - 0:00:34.360000
Ajmo se malo samo prisjetiti nekih sitnih definicija.;0:00:34.560000 - 0:00:37.260000
Dakle, H od velko pi mi znači visinu stabla velko pi.;0:00:37.560000 - 0:00:42.760000
Ovaj rang od a mi znači rang formule a,;0:00:43.860000 - 0:00:47.260000
dakle broju uklopljenih kvantifikatora i veznika, smo rekli, jel?;0:00:47.360000 - 0:00:51.260000
Dobro.;0:00:52.260000 - 0:00:52.760000
Imamo i onu lemu koja kaže da ako imam veliko stablo izvoda, jel?;0:00:53.520000 - 0:01:00.220000
I sad identificiram neku variablu, ono a, jel?;0:01:00.220000 - 0:01:03.720000
Ovoga imam nekakav term T spreman, mogu samo piknuti taj term T svuda gdje piše a;0:01:03.720000 - 0:01:09.720000
i stvarno će to biti izvod sekvente gamma T za a izvodi delta T za a;0:01:09.720000 - 0:01:18.020000
i taj izvod onda ima smisla označit sa pi T za a.;0:01:18.020000 - 0:01:22.220000
Dobro.;0:01:22.380000 - 0:01:22.880000
Ok.;0:01:24.880000 - 0:01:25.380000
E sad, ajde probajte mi reći šta zapravo ova lema govori.;0:01:26.180000 - 0:01:31.380000
Znači, imam formulu a, ranga D, u redu.;0:01:31.680000 - 0:01:36.680000
Tu vjerojatno ne bih trebalo ništa reći, ali vjerojatno veće od jedan, dobro, nije važno.;0:01:38.880000 - 0:01:42.680000
Znači, ranga D i neka su pi 1 i pi 2 izvodi nekakvih sekventi skrozopćenito,;0:01:42.680000 - 0:01:50.880000
ali su izvodi rangova manjih od D, strogo manjih od ovog tu D.;0:01:51.540000 - 0:01:55.840000
Tada postoji izvod i sad za neku malo neobičnu možda sekventu,;0:01:57.340000 - 0:02:03.340000
čiji je rang također manji od D.;0:02:03.340000 - 0:02:05.540000
E sad, naravno, prije nego idemo nešto dokazivati, posebno ovak razgranato,;0:02:06.340000 - 0:02:11.840000
bilo bi dobro da razumijemo šta se događa.;0:02:12.340000 - 0:02:14.840000
Znači, kako biste mogli to malo parafrazirati?;0:02:15.340000 - 0:02:17.540000
Pijanica;0:02:21.340000 - 0:02:23.340000
Ajmo malo ovako razmišljati.;0:02:29.340000 - 0:02:31.340000
Ja sam u ovoj situaciji, jel?;0:02:34.340000 - 0:02:36.340000
Znači, pi 1 mi je izvod sekvente, kaj smo rekli, gamma 1 izvodi delta 1;0:02:36.840000 - 0:02:49.840000
Ponekad ću ovo čitat iz vodi ili da je,;0:02:50.300000 - 0:02:52.800000
iako se malo tuče s tim da je ovo izvod u LK, ali dobro.;0:02:52.800000 - 0:02:56.800000
Znači, imam to, imam izvod za gamma 2 izvodi delta 2, ok?;0:02:57.800000 - 0:03:06.800000
I sad, šta sam iz toga napravio?;0:03:07.300000 - 0:03:09.300000
Znači, negakav izvod za gamma 1, gamma 2,;0:03:09.300000 - 0:03:15.300000
