Speech;Timestamp
Tako da, trebamo dokazati da ako je teorija očuvana za homorfizme,;0:00:00 - 0:00:05.880000
tada je ekvivalentna nekoj pozitivnoj teoriji.;0:00:06.320000 - 0:00:09.360000
I, dobro, još pritom je zvijezdica da mora biti konsistentna.;0:00:09.360000 - 0:00:13.040000
Dakle, zapravo je pretpostavka neka je te konsistentna sigma teorija očuvana za homorfizme.;0:00:13.040000 - 0:00:17.680000
E sad, dakle, opet malo oznakica, kao što smo tamo restringirali relaciju;0:00:17.920000 - 0:00:24
elementarnog podmodela samo na universalne formule, pa smo to onda pisali jedan.;0:00:24 - 0:00:29
Tako ćemo ovdje relaciju, kako se to kaže, elementarne ekvivalentnosti;0:00:29.160000 - 0:00:35
restringirati samo na pozitivne formule i to ćemo opisati ovaj p.;0:00:35 - 0:00:38.120000
Znači, kaže M je p ekvivalentna sa n ako za svaku pozitivnu sigma račenicu vrijedi ono što već treba.;0:00:38.480000 - 0:00:46.360000
Dakle, kao, jesu ekvivalentne, ali samo na pozitivnu račenicu.;0:00:46.360000 - 0:00:49.480000
Dobro, i sad opet, valjda metoda diagrama, nema šta drugo biti.;0:00:49.680000 - 0:00:55.080000
Dakle, ak su dvije strukture pozitivno ekvivalentne, možda tako,;0:00:55.160000 - 0:01:00.560000
onda, znači, postoji struktura koja je elementarni nadmodel jedne od njih;0:01:00.560000 - 0:01:11.560000
i smještenje ove druge takve da se ova relacija pozitivne ekvivalentnosti čuva;0:01:12.080000 - 0:01:19.360000
čak i kad M i N napušem sa konstantskim simbolima.;0:01:19.360000 - 0:01:24.360000
Dakle, ovo je poznačno...;0:01:24.360000 - 0:01:26.360000
Lijepo rekao, dakle, njezin nosač je nosač od M unija A,;0:01:35.360000 - 0:01:42.360000
a interpretacija je šta već treba da bih interpretirao M;0:01:43.360000 - 0:01:47.360000
i još dodam konstantske simbole, dakle, i njih interpretiram sa A,;0:01:47.360000 - 0:01:55.360000
gdje je A iz skupa A.;0:01:55.360000 - 0:01:58.360000
Znači, ono standardno proširenje koje se radi u Lemiju diagramu.;0:01:59.360000 - 0:02:02.360000
Dobro, i ovo drugo kaže, ako imaš teoriju koja je očuvana sa homoorficijom,;0:02:10.360000 - 0:02:17.340000
onda se ona čuva ovim pozitivnim ekvivalencijama.;0:02:17.340000 - 0:02:22.340000
Naravno, općenitu ekvivalentnost se čuvaju bilo kakve teorije,;0:02:23.340000 - 0:02:26.340000
ali teorije koje su očuvane za homoorficiju se čuvaju kroz ovo.;0:02:26.340000 - 0:02:29.340000
Pogledajte skriptu, čak se ni Tina nije dalo to raspjesivati na slajdu.;0:02:29.340000 - 0:02:34.340000
Dobro, i sad ključno, samstveno je T konsistentna, T ima model,;0:02:36.340000 - 0:02:40.340000
ali način na koji se to zapravo dokaže je da ima kanonski model.;0:02:40.340000 - 0:02:44.340000
Dakle, to je onaj koji u sebi ima zapravo za nosačima, ima skup zatvorenih terma;0:02:44.340000 - 0:02:49.340000
i unutra interpretacije su napravljene kako bi čovjek očekivao.;0:02:49.340000 - 0:02:55.340000
Tada, veli, za svaku pozitivnu sigma rečenicu vrijedi na T vrijedi F,;0:02:57.340000 - 0:03:03.340000
ako i samo ako vrijedi, dakle, jest logička posljedica od T,;0:03:03.340000 - 0:03:07.340000
ako i samo ako vrijedi na ovom, na kanonskom modelu.;0:03:07.340000 - 0:03:11.340000
Zašto to? Dakle, dobro, naravno ako vrijedi, ako je posljedica od T,;0:03:11.340000 - 0:03:16.340000
onda vrijedi na svakom modelu, pa tako i na kanonskom modelu.;0:03:16.340000 - 0:03:19.340000
Ali nekako, ako vrijedi na kanonskom modelu, jedini način na koji bi teoretično moglo se dogoditi;0:03:19.340000 - 0:03:24.340000
da ima nekakav drugi model na kojem ne vrijedi F, je da ima nekakva formula,;0:03:24.340000 - 0:03:34.340000
onda F bi trebao biti nekakva formula koja na izvjestan način karakterizira ovaj kanonski model.;0:03:34.340000 - 0:03:43.340000
Dakle, na neki način kaže, taj model ima neko svojstvo koje ovaj drugi model nema.;0:03:43.340000 - 0:03:50.340000
Međutim, da bih ja rekao da taj drugi model nema,;0:03:50.340000 - 0:03:53.340000
ja bi zapravo trebao reći da na tom modelu vrijedi negacija te formule.;0:03:53.340000 - 0:03:57.340000
A negacija formule ne može biti element ove T.;0:03:57.340000 - 0:04:01.340000
Sam naravno čovječ pita, može li biti posljedica nekakve T, ali zapravo ne.;0:04:01.340000 - 0:04:05.340000
Znači, jednostavno, bilo kakve posljedice pozitivnih formula mogu samo biti pozitivne formule.;0:04:05.340000 - 0:04:11.340000
Pri tome, ključno je, dakle, kada bi čovjek, valja, da, zapravo čak ako bi uzao sve,;0:04:11.340000 - 0:04:18.340000
dakle, logika prvog reda sa svim mogućim funkcijskim i relacijskim i konstantskim simbolima,;0:04:18.340000 - 0:04:24.340000
dakle, kompletan jezik i u njemu gledao samo pozitivne formule, to bi i dalje bilo konsistentno.;0:04:25.340000 - 0:04:30.340000
Jednostavno, nema nikakvog načina da iskažem nekakvu kontradikciju.;0:04:31.340000 - 0:04:36.340000
Dakle, dajmo se, sad tu treba malo više razmisliti, ali uglavnom ideja je ta da pozitivne formule nikad si međusobno ne mogu proturiječiti.;0:04:39.340000 - 0:04:49.340000
Onda zapravo, kad god imate dva modela, kada god imate dvije strukture, dakle, ne znam šta sam htio reći,;0:04:49.340000 - 0:05:01.340000
aha, model, da, imate model za te, onda na njemu mora vrijedit ta formula ako vrijedi na kanonskom modelu.;0:05:01.340000 - 0:05:11.340000
Vrijedženje na kanonskom modelu je dovoljno.;0:05:11.340000 - 0:05:14.340000
Ali mislim da zapravo čak možda može i lakše, da vam ne treba kanonski model, da jednostavno možete reći;0:05:15.340000 - 0:05:24.340000
