Speech;Timestamp
Može. E dobro. Evo danas malim kašljenjem isprihe.;0:00:00 - 0:00:05
Dakle, o ovoga što smo zadnji put radili? Pa dosta smo pričali o nekako prirodnoj dedukciji,;0:00:05 - 0:00:11
koja je prirodna možda iz perspektive nekoga ko radi nekakav dokaz unutra,;0:00:11 - 0:00:15
ali za meta teoreme nije sjajna jer ima previše pravila.;0:00:15 - 0:00:18
U svakom slučaju, pomoću nekakvih hekova, naravno gledali smo što je rez, jel' tako, i kako ih se riješiti,;0:00:20 - 0:00:27
i za te stvari da bismo uopće uspjeli, uveli smo nekakve hekove.;0:00:27 - 0:00:33
Već su bili neki hekovi možda i za definirat pravila, budući da ono, trebalo je pričati o nekakvim termima,;0:00:33 - 0:00:40
slobodnima za variablu, u nekakvoj formuli i tak dalje.;0:00:40 - 0:00:43
Naravno sad nije da ćemo danas pričati o nečemu skroz trivialnom, gdje neće biti nikakvih takvih hekova,;0:00:43 - 0:00:51
ali ono, reko bi da je to ipak elegantni pristup, pogotovo ako želite nešto dokazati o teoriji,;0:00:51 - 0:00:57
kao što genice nije, uvodivši upravo tako jedan sistem.;0:00:57 - 0:01:02
Ali dobro, ajmo samo još kratko pričati o dokazu teorema normalizacije za prirodnu dedukciju.;0:01:03 - 0:01:10
Znači, evo, već tu se vidi malo hekines nekakav, i ova preimenovanja i tak dalje.;0:01:11 - 0:01:21
Znači, u sistemu sekvenata ćemo nekak imati malo, ajmo reći, jednostavniji pristup svemu tomu.;0:01:21 - 0:01:30
Dakle, kako bismo sad ipak u takvom vrlo heki environmentu dokazali teorem normalizacije za prirodnu dedukciju?;0:01:31 - 0:01:39
Dakle, vidite, ako imamo izvode D i D crta, već smo prošli put rekli da možemo nekako;0:01:40 - 0:01:47
D u kojem je recimo rez transformirati u D crta tako da tog reza više nema.;0:01:48 - 0:01:54
Dobro, i možemo to raditi puno, možemo puno puta to napraviti.;0:01:54 - 0:02:00
I sad ovako, kažemo da je izvod normaliziran ako ne možemo to nijednom napraviti,;0:02:00 - 0:02:04
a može se normalizirati ako postoji nekakav niz transformacija, tako da,;0:02:04 - 0:02:09
konačno niz transformacija, tako da se dođe do normalizirane izvode.;0:02:09 - 0:02:13
Sad rekli smo slabonormalizacijsko svojstvo, znači da se izvod, svaki izvod, može normalizirati;0:02:13 - 0:02:24
na pametan način, dakle, postoji način da se normalizira.;0:02:24 - 0:02:29
A jako normalizacijsko svojstvo jednostavno kaže ono kako god probamo normalizirati,;0:02:29 - 0:02:34
tako da radimo ove transformacije, bit će u redu zato što imamo dobro utemeljenu;0:02:34 - 0:02:39
ovoga relaciju, odnosno inverzno dobro utemeljenu, ako hoćete gledati ovo veće.;0:02:41 - 0:02:45
Tu sam spomenuo, valjda, neku tehničku sitnicu gdje se introdukcija negacije;0:02:46 - 0:02:53
i redukciju ad absurdum mogu ograničiti samo na slučajeve u kojima je konkluzija atomarna formula.;0:02:53 - 0:02:57
To je jako zgodno, zato što onda tu nema reza.;0:02:57 - 0:03:00
Dobro, znači tu se nekako odmah riješimo tih pravila, ne moramo ih promatrati u našem dokazu teorema normalizacije.;0:03:00 - 0:03:07
A ovoga čisto skicat dokaza tog teorema, znači ove slabe normalizacije,;0:03:07 - 0:03:14
da uvijek imamo, da se svaki izvod da normalizirate, jel?;0:03:14 - 0:03:20
Znači, prvo se definira rang reza, jel?;0:03:20 - 0:03:24
A ako imamo izvode i u njemu imamo neku formulu reza na koju smo se odločili skoncentrirati,;0:03:24 - 0:03:29
složenost te formule reza je rang tog reza.;0:03:29 - 0:03:34
Ako imamo više formula tog istog ranga, jel? I taj rang bude baš maksimalni rang u čitavom izvodu,;0:03:36 - 0:03:46
onda...;0:03:46 - 0:03:48
Aha, ne, pardon, tu još nije, ako imamo više, pardon.;0:03:50 - 0:03:53
Znači, ako je slučajno rang te formule,;0:03:53 - 0:03:56
složenost te formule, odnosno rang tog reza najveći,;0:04:00 - 0:04:03
ono maksimalan kad se pogleda čitav izvod,;0:04:03 - 0:04:06
onda se ta formula reza zove maksimalna formula reza.;0:04:06 - 0:04:11
I ono što pokušavam reći na nebaš dobar način je da ih može biti puno.;0:04:11 - 0:04:17
U redu. Znači, recimo, maksimalni rang bi mogao biti,;0:04:17 - 0:04:21
maksimalna formula reza bi mogla biti ona čije je složenost 100;0:04:21 - 0:04:27
i sad ovoga tih formula reza koje imaju istu složenost,;0:04:27 - 0:04:39
ovoga može biti više. Dobro?;0:04:39 - 0:04:42
I onda zapravo rang reza izvoda neću definirati kao jedan broj,;0:04:43 - 0:04:47
nego kao dva broja. U redu.;0:04:47 - 0:04:49
Znači, prvo nađem nekako složenost maksimalne formule reza.;0:04:49 - 0:04:54
Recimo, neke najveći takav broj 100.;0:04:54 - 0:04:57
I sad nađem svih, ne znam, tisuću ili milijun ovoga maksimalnih formula reza sa tim rangom.;0:04:58 - 0:05:05
I onda će, naravno, ideja teorema normalizacije biti leksikografski;0:05:05 - 0:05:09
i smanjivati rang reza izvoda tako definiran.;0:05:09 - 0:05:13
Služite, znači, samo da prvo vam to napisat.;0:05:13 - 0:05:18
Evo, šta smo rekli.;0:05:18 - 0:05:19
Znači, zamislite si da je složenost maksimalne formule reza 100.;0:05:19 - 0:05:30
Dobro? Znači da ima nekako 100 ovih vezdika, kvantifikatora.;0:05:30 - 0:05:37
I sad, možda takvih formula, znači koje imaju složenost,;0:05:37 - 0:05:44
koje su maksimalne formule reza, a imaju složenost 100, možda ih ima, ne znam, 20, recimo.;0:05:44 - 0:05:51
Dobro? I sad ideja je, naravno, mi možemo sa onom jednom transformacijom,;0:05:51 - 0:05:57
sa ovom transformacijom, mi možemo se riješiti jednog od tih rezova.;0:05:57 - 0:06:04
Jel' tako? Jednog od tih rezova u kojima je formula reza upravo takva maksimalna formula reza.;0:06:04 - 0:06:13
