Speech;Timestamp
Dakle, onaj pojam, konačnoj izomorfnosti je dosta općenit i dosta kompleksiran zapravo;0:00:00 - 0:00:13
za shvatit, kažem nekako. Sam parcijalni izomorfizam je kompleksiran, onda;0:00:13 - 0:00:18
konačni parcijalni izomorfizam, skup konačnih parcijalnih izomorfizama,;0:00:18 - 0:00:24
pa niz skupova konačnih parcijalnih izomorfizama.;0:00:24 - 0:00:27
Naravno, pojam je takav jer treba biti za freseov teorem, dakle tamo smo baš;0:00:27 - 0:00:34
rekli, aha, želimo uhvatit na konačnim relacijskim barem signaturama,;0:00:34 - 0:00:40
uhvatit ideju elementarne ekvivalencije kroz nekakav takav pojam sa parcijalnim;0:00:40 - 0:00:49
izomorfizmima i onda to stvarno treba biti tak kompleksirano, ali u stvarnosti;0:00:49 - 0:00:57
najčešće zapravo nećemo imati niz skupova koje ide uvijek svaki referira na predsvrdi,;0:00:57 - 0:01:05
nego ćemo imati skup koji na neki način sa svojstva Fortebec referira na samog sebe.;0:01:05 - 0:01:11
Dakle, to ćemo zvat parcijalno izomorfne strukture. Dakle, vidite, nema više ove;0:01:11 - 0:01:17
uvjetena konačnost, jednostavno imam nekakav neprazan skup nekakvih parcijalnih izomorfizma,;0:01:18 - 0:01:24
dakle mogu biti i bez konačnih, ali znači svojstva Fortebec sad kažu zapravo;0:01:24 - 0:01:29
puno jednostavnije. Ako imaš P iz I i A iz M, onda ti postoji Q opet iz tog istog I;0:01:29 - 0:01:36
koji ga proširuje ima A u domeni i analogno naravno ako imaš B iz N,;0:01:36 - 0:01:41
onda postoji Q koji ga proširuje i ima B u slici.;0:01:41 - 0:01:44
Oznaka je ovaj, kao P stavim slovo pored ovog znaka za izomorfnost,;0:01:45 - 0:01:51
jednostavno M i N su parcijalno izomorfne.;0:01:51 - 0:01:55
Svakako, ako su strukture izomorfne, onda su parcijalno izomorfne. Zašto?;0:01:57 - 0:02:03
Jer mogu jednostavno, zato kažem više, nema ove ograničenja na konačnost,;0:02:03 - 0:02:09
mogu jednostavno staviti skup svih izomorfizama.;0:02:09 - 0:02:13
I to označu sa I. To svakako zadovoljava svojstva Fortebec.;0:02:27 - 0:02:34
Aha, ček malo.;0:02:40 - 0:02:42
Za sve...;0:02:47 - 0:02:49
Nije baš tako jasno.;0:02:50 - 0:02:52
Dakle, ako ja imam parcijalni izomorfizam, nekakav A.;0:02:52 - 0:02:55
Ako ja stvarno imam...;0:02:55 - 0:02:57
Aha, ne. Nikom mi ne kaže kakav ga moram praslikat,;0:03:06 - 0:03:10
samo jednostavno, dakle, naravno onda mogu uvijek staviti da je Q jednak P;0:03:10 - 0:03:15
i to će vrijediti. Izomorfizmi su totalne funkcije.;0:03:15 - 0:03:22
Zapravo mislim da čak mogu i lakše, mogu i ja izomorfizam.;0:03:22 - 0:03:26
Dakle, postoji F. F je izomorfizam M i N.;0:03:26 - 0:03:34
I stavim za I da je jednostavno skup F.;0:03:34 - 0:03:39
Mislim da će isto zadovoljavati.;0:03:39 - 0:03:42
Samo je bitno da nije prasno.;0:03:42 - 0:03:44
Uglavnom, dakle, svakako ako su izomorfne, onda su parcijalno izomorfne.;0:03:45 - 0:03:52
Ako su parcijalno izomorfne, onda su kvanašno izomorfne. Zašto?;0:03:52 - 0:03:55
Jer naravno, onaj niz ja uvijek mogu staviti da je konstantan niz.;0:03:55 - 0:03:59
I N je I za sve N.;0:03:59 - 0:04:05
I sad ova svojstva Forti-Beck kažu da,;0:04:06 - 0:04:11
specijalno naravno za ovaj 2I, ako ja tu stavim nekakav P;0:04:11 - 0:04:16
i tu odaberem nekakav A i Z, onda postoji Q iz ovog 2I,;0:04:16 - 0:04:22
ali naravno to je isti I, koji zadovoljava što već trebaju na U domeni i proširuje P.;0:04:22 - 0:04:28
Dobro, znači svakako u tom smjeru stvari funkcioniraju.;0:04:28 - 0:04:32
E sad, obrnuto, naravno uopće ni to ne funkcionira,;0:04:32 - 0:04:36
ali zgodno je vidjeti da ne za kvanašnu signaturu, nego za kvanašnu strukturu.;0:04:36 - 0:04:40
Dakle, ako je nosač kvanašan, dakle ima kvanašnog mnoga elementa,;0:04:40 - 0:04:44
onda kvanašna izomorfnost zapravo znači izomorfnost.;0:04:44 - 0:04:47
Nekako zašto? Zato što ova sama ideja,;0:04:47 - 0:04:51
znači da ja imam I 0, pa I 1, pa I 2, pa I 3,;0:04:51 - 0:04:56
u svakom trenutku ja zapravo dodajem nekakve elemente,;0:04:56 - 0:04:59
nekakve uređene parove unutra i ako ja stvarno imam niz,;0:04:59 - 0:05:04
dakle kvanašnog mnoga njih, a struktura mi je konačna,;0:05:04 - 0:05:07
onda prije ili kasnije će se ovaj niz stabilizirati.;0:05:07 - 0:05:10
Dakle, doći ću do nečega što neću moći proširiti dalje,;0:05:10 - 0:05:14
a to zapravo znači da imam totalnu funkciju;0:05:14 - 0:05:18
i to onda zapravo znači da imam izomorfizam.;0:05:18 - 0:05:21
Nije to dokaza, ali ideja je dokaza da tako kaže.;0:05:21 - 0:05:24
Čak u struktura je konačna, onda proširujući ovo ću prije ili kasnije;0:05:24 - 0:05:30
doći do potpunog izomorfizma i to je to.;0:05:30 - 0:05:34
E sad, naravno ako su konačne strukture, to već ovo gore kaže,;0:05:37 - 0:05:42
dakle pazi, ako ovo povlači ovo, ovo povlači ovo,;0:05:42 - 0:05:45
a za konačne strukture ovo povlači ovo,;0:05:45 - 0:05:47
onda zapravo znači da za konačne strukture svo troje je ekvalentno.;0:05:47 - 0:05:50
Dakle za konačne strukture je specijalno parcijalna izomorfnost,;0:05:50 - 0:05:53
međutim, Karpov teorem kaže i više, kaže da za prebrojive strukture isto vrijedi ovaj smjer.;0:05:53 - 0:06:00
Znači, prebrojivo povlači izomorfno.;0:06:00 - 0:06:04
Dakle, svakako, izomorfno povlači parcijalno izomorfno,;0:06:12 - 0:06:17
parcijalno izomorfno povlači konačno izomorfno,;0:06:17 - 0:06:20
izomorfno ovo povlači za konačne,;0:06:20 - 0:06:25
a ovo povlači za prebrojive ili konačne.;0:06:31 - 0:06:36
Za prebrojive je ono što je zanimljivo,;0:06:38 - 0:06:41
za konačne je očito jer vrijedi ovaj.;0:06:41 - 0:06:46
Koja dakle...;0:06:51 - 0:06:53
Ne, ne, to opet trivialno vrijedi, ovo vrijedi uvijek.;0:06:57 - 0:07:01
Da, da.;0:07:01 - 0:07:03
Ne, ako je konačno izomorfno, je da smo izomorfni.;0:07:11 - 0:07:16
Ako su konačno izomorfne i konačne, onda su izomorfne.;0:07:18 - 0:07:21
Aha, ako su konačno izomorfne i prebrojive.;0:07:21 - 0:07:24
Dobro pitanje. Mislim, nije da mi sad pada na pamet.;0:07:27 - 0:07:30
Da, da.;0:07:31 - 0:07:33
Ako su konačno izomorfne.;0:07:39 - 0:07:42
Da, problem je u tom što, mislim, ne jam sad konkretan kontraprimjer,;0:07:44 - 0:07:48
ali nekako ideja je da ovim tu proširivanjem ja stvarno na kraju ću dobiti;0:07:48 - 0:07:52
nekakvu uniju, ću dobiti nekakve prebrojive skupove,;0:07:52 - 0:07:56
ali mi niko ne kaže da to moraju biti, moraju pogubiti sve elemente.;0:07:56 - 0:08:00
Prebrojivu skupu mogu pogubiti, ne znam, sve parne i to će mi dalje biti.;0:08:00 - 0:08:04
Ono, svakom koraku ću dodavati jednoga i uniju ću dobiti prebrojiv skupa,;0:08:04 - 0:08:08
ali to neće biti čitav skup.;0:08:08 - 0:08:10
Dakle, mogu trivijalno uzeti dvije strukture koje jesu izomorfne,;0:08:10 - 0:08:15
a kad im dodaš još jedan element nisu, šta ja znam, recimo,;0:08:15 - 0:08:19
uzmeš skup cijelih brojeva sa nekakvim uređajem i staviš još neki element;0:08:20 - 0:08:26
koji ne usporedi s njima.;0:08:26 - 0:08:28
I sad, ako za jednu strukturu uzmem baš skup cijelih brojeva,;0:08:28 - 0:08:31
a za drugu strukturu taj skup cijelih brojeva proširim sa još jednim elementom,;0:08:31 - 0:08:35
onda će one sigurno biti ovako izomorfne.;0:08:35 - 0:08:38
Ja samo u pojedine hrpe parcijalnih izomorfizama ja stavim samo one;0:08:38 - 0:08:45
koje ne spominju uopće taj element.;0:08:45 - 0:08:48
To mi uvijek moguće, znači uvijek mogu proširivati.;0:08:48 - 0:08:51
Fort i bek.;0:08:51 - 0:08:52
Ha, možda ne mogu bek ako uzmem baš taj element.;0:08:53 - 0:08:57
Da, možda nije baš tako jednostavno.;0:08:59 - 0:09:02
Znači nije bi trebalo...;0:09:06 - 0:09:08
Ne, mislim, da. Da vrijedi bi pisalo, ali da, nisam baš siguran kako bi se to vidjelo.;0:09:08 - 0:09:17
Možda ovako.;0:09:17 - 0:09:19
Dakle, da imam dva Z versus jedan Z.;0:09:20 - 0:09:24
Ne, opet ne valja jer neko bi može uzeti ovaj,;0:09:25 - 0:09:28
onda da reći da su neusporedili.;0:09:28 - 0:09:30
Aha!;0:09:30 - 0:09:31
Mislim da je ovo fora.;0:09:32 - 0:09:34
Imam dva Z na štuka na jedan i na drugi versus jedan Z.;0:09:34 - 0:09:38
I sad, bilo kakva konačna priča, dakle sad ja tu dam neka dva elementa,;0:09:38 - 0:09:44
tu neka tri elementa, tu nekih pet elementa, se može proširiti jer jednostavno...;0:09:44 - 0:09:51
Da ne, jer ovdje ako su susjedni onda ovdje neće biti.;0:09:55 - 0:09:59
Dobro, ok, stvarno ne znam. Pogledat ću do idućeg puta.;0:10:01 - 0:10:05
Ali...;0:10:05 - 0:10:06
Da, da, da, mislim, svakako, sasvim legitimno pitanje,;0:10:06 - 0:10:10
ali izgleda je ova konačna izomorfnost ipak popredično snažna;0:10:10 - 0:10:17
ili barem ja ne vidim neki način da se izvrda.;0:10:17 - 0:10:21
Da, mislim samo ono, uzmeš Q na štuka na Q i Q,;0:10:22 - 0:10:26
ali oni stvarno nijesu izomorfni, tako da to je onda previše.;0:10:26 - 0:10:30
No, jasno. Dobro.;0:10:34 - 0:10:36
Ajmo mi vidjeti ovo što je lagano, mislim, dobro, što znamo, dokazat.;0:10:41 - 0:10:46
Dakle, Karpov teorem, to je više manje opet ova priča;0:10:46 - 0:10:50
o urađajnoj karakterizaciji od Q. Dakle, jednostavno,;0:10:50 - 0:10:54
ako su strukture prebrojive, to zapravo znači da ih njihove nosače;0:10:54 - 0:10:57
ja mogu enumerirati. I onda zapravo radim onu konstrukciju;0:10:57 - 0:11:01
u kojoj u jednom koraku za forth idem, recimo, parne,;0:11:01 - 0:11:06
u parnim koracima idem forth, u neparnim koracima idem back;0:11:06 - 0:11:10
i na taj način zapravo iscrptujem obje strukture.;0:11:10 - 0:11:17
Evo, znači, enumerirajmo nosače. Neka je P0 iz I.;0:11:17 - 0:11:22
To svakako imam jer predpostavka je da su parcijalno izomorfizme.;0:11:22 - 0:11:26
Dakle, imam neki neprazni skup parcijalnih izomorfizama između njih.;0:11:26 - 0:11:32
Neprazan je, pa imam nekakav P0.;0:11:32 - 0:11:35
E, i sad kaže, proširimo taj P0 redom tako da, valjda,;0:11:35 - 0:11:40
prvo po svojstvu forth stavimo A0 u domenu,;0:11:40 - 0:11:45
onda stavimo po svojstvu back P0 u sliku, pa stavimo A1 u domenu,;0:11:45 - 0:11:50
pa B1 u sliku i tako dalje.;0:11:50 - 0:11:52
Redom iscrpljujemo i jedan i drugi nosač.;0:11:52 - 0:11:56
To sve mogu, dakle, naravno to više neće biti P0,;0:11:56 - 0:12:00
bit će nekakvi novi parcijalni izomorfizam,;0:12:00 - 0:12:03
ali će biti u I cijelo vrijeme, P1, P2, P3, P4 i tako dalje.;0:12:03 - 0:12:07
Dakle, svakako će vrijediti ovo, jer to nam točno kažu svojstva forth i back,;0:12:07 - 0:12:11
i sad za neparne će vrijediti ovo po svojstvu forth,;0:12:11 - 0:12:14
za parne će vrijediti ovo po svojstvu back.;0:12:14 - 0:12:17
Iz umjeta A slijedi da je dobro definirana ova funkcija,;0:12:17 - 0:12:21
dakle, naravno to zapravo znači da imate lanac.;0:12:21 - 0:12:24
Lanac, funkcija, sve su međusobno usporedive,;0:12:24 - 0:12:27
znači da je njegova umjeta opet funkcija, ima funkcijsko svojstvo,;0:12:27 - 0:12:31
i ta funkcija je parcijalni izomorfizam ove dvije strukture.;0:12:31 - 0:12:35
Zašto? Jer jednostavno činjenica da je nešto parcijalni izomorfizam;0:12:35 - 0:12:41
se bazira na konačno mnogo elementa.;0:12:41 - 0:12:44
Konačno mnogo elementa je svakako u nekom konkretnom pn.;0:12:44 - 0:12:48
Četiri elementa, jedan od njih je u p12, drugi u p7, treći u p8, četvrti u p73,;0:12:49 - 0:12:57
onda su sva četvorica u p73 jer je to lanac.;0:12:57 - 0:13:01
P73 je parcijalni izomorfizam, dakle štima.;0:13:02 - 0:13:06
E, ali ne samo da je parcijalni izomorfizam, nego je zapravo izomorfizam.;0:13:07 - 0:13:13
Zašto? Jer uvjet B kaže da je pokupio u domeni sve elemente iz M,;0:13:13 - 0:13:19
a uvjet C kaže da je u slici pokupio sve elemente iz N.;0:13:19 - 0:13:24
Dakle, to je zapravo pravi izomorfizam dvije strukture.;0:13:24 - 0:13:29
Dobro, to je bila, dajmo reći, prva cijelina.;0:13:30 - 0:13:36
Druga cijelina je teorem kompaktnosti.;0:13:37 - 0:13:40
Dakle, naravno teorem kompaktnosti se dokazali još na logici,;0:13:40 - 0:13:45
na diplomskom studiju, s tim da tamo je zapravo, ako se dobro sjećam,;0:13:45 - 0:13:50
išlo tako da, visi naravno za logiku sudova je da ovak lako,;0:13:50 - 0:13:55
ali za logiku prvog reda je išlo tako da dokazujete prvog edelog teorema potpunosti,;0:13:55 - 0:13:59
a onda jaki teorem potpunosti, onda zapravo iz njega slijedi teorem kompaktnosti.;0:13:59 - 0:14:05
Jer što, mislim ja ovo samo da vrlo, vrlo ukratko opišemo o čemu se radi.;0:14:05 - 0:14:11
Dakle, teorem kompaktnosti kaže da više manje logička posljedica nekog skupa;0:14:11 - 0:14:16
je uvjet logička posljedica njegovog konačnog podskupa.;0:14:16 - 0:14:20
Dakle, naravno možete sad reći, za tu logičku posljedicu možete uzeti false;0:14:20 - 0:14:26
ili nekakvu antitautologiju, onda zapravo dobijete neispunjivost nekog ogromnog skupa;0:14:26 - 0:14:31
je neispunjivost nekog njegovog konačnog podskupa, odnosno kontrapozicijom;0:14:31 - 0:14:37
ispunjivost svakog konačnog podskupa je ispunjivost šitavog skupa.;0:14:37 - 0:14:42
Dakle, to je jasno da je sve ekvivalentno.;0:14:42 - 0:14:45
A odakle kompaktnost? Možete shvatiti da ste formulu pokrili sa nekakvim skupom formula;0:14:45 - 0:14:51
koja je njegova logička posljedica.;0:14:51 - 0:14:53
I onda zapravo svaki pokrivač, otvoreni pokrivač nekakve formule,;0:14:53 - 0:14:58
ima konačan podpokrivač.;0:14:58 - 0:15:00
Ima konačno mnogo formula koje već pokrivaju tu formulu u smislu da je ona njihova logička posljedica.;0:15:00 - 0:15:06
A zašto to slijedi iz jakvog teorema podbilosti?;0:15:07 - 0:15:12
Zato što ako je formula posljedica, znači jakvi teorema podbilosti, kaže da biti logička posljedica;0:15:12 - 0:15:20
nekog skupa formula je ekvivalentno sa biti izvediva iz tog skupa formula.;0:15:20 - 0:15:25
I onda naravno da ako je formula izvediva, to znači da postoji izvod,;0:15:25 - 0:15:29
a izvod je samo konačno mnogo formula.;0:15:29 - 0:15:31
Znači, ja sam mogao koristiti predpostavke iz bilo kakvog skupa S,;0:15:31 - 0:15:35
ali u konkretnom konačnom izvodu ja sam koristio samo konačno mnogo njih.;0:15:35 - 0:15:39
Naravno da je onda zapravo formula posljedica od tih konačno mnogo koje sam stvarno koristio.;0:15:40 - 0:15:45
E, ali kažem, ne znamo koji je točno način kako ćemo ovo,;0:15:48 - 0:15:57
ali svakako će ići ona standardna priča Lindenbaumova lema, henkinizacija itd.;0:15:57 - 0:16:03
U procesu ćemo dobiti i teoreme podbilosti.;0:16:04 - 0:16:07
Dobro, dakle, a poslije ćemo vidjeti još jedan bitno drugačiji način;0:16:09 - 0:16:15
za dokaz teorema podbilosti preko teorema o ultraproduktima.;0:16:15 - 0:16:21
Ali to ga kažemo kasnije.;0:16:21 - 0:16:23
Za sad samo, dobro, ponavljenje opet što znači da je skup ispunjiv.;0:16:24 - 0:16:28
Naravno, ako postoji nekakav model za njega,;0:16:28 - 0:16:32
a model za skup zapravo znači model za svaku formulu.;0:16:32 - 0:16:36
Opet, naravno, možemo to definirati za proizvodniju skupu formule,;0:16:36 - 0:16:41
ali zapravo najčešće se, kad se kaže da neki skup vrijedi,;0:16:41 - 0:16:45
misliti na skup rečenica, dakle, na skup zatvorenih formule.;0:16:45 - 0:16:49
Konačno ispunjiv skup znači da je svaki njegov konačni podskup ispunjiv.;0:16:50 - 0:16:55
