Speech;Timestamp
Gdje smo stali? Pričamo o dokazu teorema kompaktnosti i vidjeli smo da zapravo;0:00:00 - 0:00:07
jedino što nam još fali je ova henkinizacija.;0:00:07 - 0:00:11
Vidjeli smo, znači, ako imaš nekakav ispunjiv skup rečenica,;0:00:16 - 0:00:22
konačno ispunjiv skup rečenica, onda se on može nadopuniti;0:00:22 - 0:00:26
do maksimalnog konačno ispunjivog, to je Lindenbaum,;0:00:26 - 0:00:30
onda se taj skup može na izvjestan način henkinizirat;0:00:30 - 0:00:35
i onda nakon toga ona konstrukcija ili skup zatvorenih terma;0:00:35 - 0:00:42
ili skup konstantskih simbola pocijepan po nekakvoj relaciji;0:00:42 - 0:00:46
ekvivalencije koja je inducirana ovom interpretacijom jednakošći;0:00:46 - 0:00:50
u toj teoriji daje model. Dakle, jednostavno, onda dobijete;0:00:50 - 0:00:57
da je čitav skup napuhan ispunjiv, a onda naravno i ovaj mali skup ispunjiv;0:00:57 - 0:01:02
jer je jednostavno njegov podskup od kojeg ste krenuli.;0:01:02 - 0:01:07
I sad, za henkinizaciju naravno još nije dovoljno samo napuhavati skupove,;0:01:09 - 0:01:14
nego treba još napuhavati signature. Zašto? Jer naravno moramo;0:01:14 - 0:01:18
dodati ove henkinove svjedoke, jednostavno dodati nove konstantske simbole;0:01:18 - 0:01:23
koje će glumiti te imena. Može biti bilo kakav zatvoreni term,;0:01:23 - 0:01:29
ali najlakše je onda jednostavno uvesti novi konstantski simbol;0:01:29 - 0:01:33
za svaku takvu formulu koja je egzistencijalno istinita,;0:01:33 - 0:01:38
za koju postoji x, takav da je.;0:01:38 - 0:01:41
I sad, to je sve ok, super, samo po sebi.;0:01:41 - 0:01:45
Ali, nažalost, nije dovoljno dobro napraviti tu konstrukciju samo jednom,;0:01:45 - 0:01:49
jer kad čovjek napravi tu konstrukciju jednom,;0:01:49 - 0:01:53
onda se može dogoditi da postoje neke druge formule;0:01:53 - 0:01:56
koje je tada postane uistinite. Recimo, šta ja znam,;0:01:56 - 0:01:58
ako imam, postoji x, postoji y, r od x, y,;0:01:58 - 0:02:03
i sad, ako bi čovjek rekao, aha, postoji x, takav da je ovo,;0:02:03 - 0:02:08
onda tu imam neki henkinov svjedok, šta ja znam, neki je ovo f1,;0:02:08 - 0:02:11
onda je tu cf1, takav da postoji y, r od x, y,;0:02:11 - 0:02:20
kad se x interpretira sa cf1.;0:02:20 - 0:02:24
E onda opet, sad, to je, aha, ne, da probujem.;0:02:25 - 0:02:30
Ovo nije element modela, ovo je baš konstantski simbol, dakle ovako.;0:02:30 - 0:02:34
I sad je ovo opet, znači, egzistencijalna formula,;0:02:35 - 0:02:38
koja, recimo, može biti istinita, ispunjiva istinita u tom skupu,;0:02:38 - 0:02:43
što znači da meni zapravo tu treba nekakav,;0:02:43 - 0:02:46
onda imam nekakav cf2, ali do ove formule nisam mogao doći u ovom početnom skupu,;0:02:46 - 0:02:56
ona jednostavno nije element ovog početnog skupa.;0:02:56 - 0:02:58
Dakle, zapravo treba ovakvu konstrukciju iterirati.;0:02:58 - 0:03:02
I, naravno, kvantifikatori mogu biti proizvodno ugnježdjeni,;0:03:03 - 0:03:07
pa je zapravo, mislim, ali uvijek ih je konačno mnogo, naravno,;0:03:07 - 0:03:10
pa je dovoljno iterirati do omega. Dakle, jednostavno iskonstruirati niz formula;0:03:10 - 0:03:16
i zapravo niz signatura, jer signature se povećavaju.;0:03:16 - 0:03:20
Dakle, ova formula, ne samo da nije u origina ovog skupu,;0:03:20 - 0:03:23
nego nije u origina ove signaturi. Ona tu ima neki konstantski simbol;0:03:23 - 0:03:27
kojeg u origina onog signaturi nije bilo.;0:03:27 - 0:03:29
Znači, treba zapravo graditi simultanom rekurzijom i niz signatura,;0:03:29 - 0:03:33
koji se povećava s ovim konstantskim simbolima i niz skupova formula.;0:03:33 - 0:03:38
Mislim, da je formula zapravo hoće već samo ovakvih stvari koje...;0:03:38 - 0:03:41
Ove F2-ovi ili F1, dakle. Nešto što ima... To nisu rečenice, jel?;0:03:42 - 0:03:47
Jer, dakle, uvijek imaju jednu slobodnu variablu.;0:03:47 - 0:03:50
Ovaj F1 ima slobodnu variablu x, a ovaj F2 ima slobodnu variablu y.;0:03:50 - 0:03:54
Ali, naravno, mi treba i skup rečenice, jer ću njih na kraju napraviti ugnje.;0:03:55 - 0:04:00
Dakle, rekurzijna konstrukcija zapravo izgleda ovako.;0:04:01 - 0:04:04
S0 je zadan, dakle, treba nam konačno ispunjiv skup rečenica S0.;0:04:04 - 0:04:09
Sigma 0 je, naravno, minimalna signatura za S0,;0:04:10 - 0:04:14
dakle, sve ono što nam treba da bismo rekli sve što trebamo u S0.;0:04:14 - 0:04:19
Dakle, skup svih neologičkih simbola, svih formula, dakle svih rečenica u S0.;0:04:19 - 0:04:23
E sad, znači, korak konstrukcije kaže Tn ti je skup svih sigma n formula;0:04:24 - 0:04:30
sa jednom slobodnom variablom, fiksiramo variablu na primjer x;0:04:30 - 0:04:33
da možemo lakše pričati o tome.;0:04:33 - 0:04:35
Naravno, da li ih mogu preimenovat, slobodnu variablu, kako hoću.;0:04:36 - 0:04:39
Uglavnom, skup svih formula nad tom signaturom upravo konstruiranom,;0:04:40 - 0:04:44
dakle, za početak T0, je skup svih sigma 0 formula sa jednom slobodnom variablom,;0:04:44 - 0:04:48
nek se da nazove x.;0:04:48 - 0:04:50
E sad, korak, znači, S1 će biti S0, znači ovaj početni skup od kojeg smo krenuli,;0:04:50 - 0:04:56
u kojeg ću dodat sve ovakve, ajmo reći nekako, aksiome.;0:04:56 - 0:05:01
Dakle, rečenice koje bih također štio, e pazite, ovo sad stvarno jesu rečenice;0:05:01 - 0:05:05
koje bih tio da budu ispunjene.;0:05:10 - 0:05:12
E, ali, naravno, da bih uopće mogla napisat ovu formulu,;0:05:13 - 0:05:17
moramo reći nad kojim skupom, nad kojim signaturom je ta formula.;0:05:17 - 0:05:20
Ta formula je nad signaturom sigma n plus j, dakle u ovom konkretnom slučaju sigma 1.;0:05:20 - 0:05:25
Dakle, naprimjer, što je sada?;0:05:25 - 0:05:27
Sigma 1 je sigma 0, dakle, sve ono što mi je trebalo za skup S0,;0:05:28 - 0:05:40
unija Cf, f iz T0.;0:05:41 - 0:05:46
A što znači f iz T0? Znači, f je formula,;0:05:46 - 0:05:51
f je sigma 0 formula, dakle, nad istom signaturom kao i S0,;0:05:54 - 0:05:59
sa jednom slobodnom variabolom.;0:05:59 - 0:06:03
Ok.;0:06:03 - 0:06:04
I nakon što sam to napravio, onda mogu definirat S1, to je S0,;0:06:08 - 0:06:14
unija, formule koje će na neki način upotrijebiti ove Cf-ove;0:06:14 - 0:06:18
i to je način na koji piše tamo.;0:06:18 - 0:06:21
Dakle, ovu formulu, ovu oznaku još nismo vidjeli,;0:06:27 - 0:06:30
da je ovo uvrštavam umjesto svih slobodnih pojava tog x-a,;0:06:30 - 0:06:35
naravno nećemo umjesto vezanih pojava uvrštavati Cf,;0:06:35 - 0:06:38
nego umjesto svih slobodnih pojava variable x u tom f-u stavimo Cf.;0:06:38 - 0:06:44
I naravno, to je znači zatvoreno, to je zatvoreno,;0:06:44 - 0:06:47
ovo je onda zatvorena formula, dakle, to je stvarno skup rečenica.;0:06:47 - 0:06:51
I sad, dakle, tu istu konstrukciju onda možemo nastaviti.;0:06:55 - 0:06:58
Dakle, nad sigma 1 možemo napraviti skup T1,;0:06:58 - 0:07:01
napraviti u signaturi sigma 2, pomoću tih formula;0:07:01 - 0:07:06
sa slobodnom variablom možemo iskonstruirati S2 i tako dalje.;0:07:06 - 0:07:10
Dakle, naravno, ključno je da ovo tu bude disjunktna unija,;0:07:10 - 0:07:15
dakle, svi Cf-ovi su novi, nekako, izmislimo nove konstantske simbole.;0:07:15 - 0:07:19
To uvijek možemo, naravno, sad pitanje je kako se to formalno opravdava,;0:07:19 - 0:07:25
ali, recimo, na primjer, da imamo nekakvu beskonačnu zalihu konstantskih simbola.;0:07:25 - 0:07:32
Pazite, ne možete reći ono što obično kažete, aha, imam formulu,;0:07:32 - 0:07:36
formula je konačno njen simbola, dakle, ako imam sve skupa,;0:07:36 - 0:07:40
prebrojivam mnogo konstantskih simbola, onda sigurno imam neke koje ne koristim.;0:07:40 - 0:07:45
Dakle, niko nije rekao kakav je ovaj skup S0,;0:07:45 - 0:07:48
dakle, teoretski je moguće da je S0 već u sebi ima sve,;0:07:48 - 0:07:52
prebrojivam mnogo konstantskih simbola, ali, kažem, nekako podrazumijeva se;0:07:53 - 0:07:58
da uvijek mogu stvoriti nove. I, naravno, ne samo nove u smislu;0:07:58 - 0:08:02
da nisu i sigma n, nego su svi međusobno različiti, dakle,;0:08:02 - 0:08:05
za različite formule, F i F crtica, CF i CF crtica su različiti simboli.;0:08:05 - 0:08:10
Dakle, dodao sam hrpu simbola unutra u koracima i ono što zapravo;0:08:10 - 0:08:18
sad želimo je dokazati da je čitava unija tih SM-ova ispunjiva,;0:08:18 - 0:08:24
ali zapravo ćemo prvo dokazati da je svaka pojedina razina,;0:08:24 - 0:08:30
dakle, svaki SM je konačno ispunjiv.;0:08:30 - 0:08:33
Naravno, ideja dokaza je da SM je dobiven iz prethodnog,;0:08:33 - 0:08:37
dakle, jednostavno će ići indukcijom, dobiven je dodavanjem samo konačno mnogo...;0:08:37 - 0:08:43
ne, ne, ne, dakle, ne želim dokazati da je ispunjiv,;0:08:43 - 0:08:50
nego, da, želim dokazati da je svaki SM konačno ispunjiv za početak.;0:08:50 - 0:08:54
Znači, svaki konačni podskup od SN plus 1 će jednostavno biti skup konačno mnogo formula,;0:08:54 - 0:09:01
dakle, u njima će se sve skupa pojavljivati samo konačno mnogo ovih novih simbola.;0:09:01 - 0:09:07
Pa ih popišimo, dakle, neka su to CF1 do CFm,;0:09:07 - 0:09:11
dakle, naravno ne mora ih biti N, može ih biti proizvodno, ali mora ih biti konačno,;0:09:11 - 0:09:16
dakle, imamo konačno skup formula.;0:09:16 - 0:09:18
Aha, još je tu cakat, znači, dobro, idem skroz precizno.;0:09:21 - 0:09:25
Dakle, indukcija, evo, znači, baza je trivialna, S0 je konačno ispunjiv,;0:09:25 - 0:09:29
to je predpostavka LEM.;0:09:29 - 0:09:30
Predpostojimo da je SN konačno ispunjiv za nekakav N, dakle, S5 je konačno ispunjiv.;0:09:30 - 0:09:35
Sad želimo vidjeti da je S6 konačno ispunjiv,;0:09:35 - 0:09:38
što znači uzmeš proizvodni konačni podskup od S6, nazovimo ga sigma.;0:09:38 - 0:09:43
E, i sad ne gledaš čitav sigma, nego zapravo gledaš samo sigma presječen sa S5,;0:09:43 - 0:09:49
dakle, sa onom prethodnom razinom.;0:09:49 - 0:09:53
Zašto? Zato što samo za njih je bitno šta će ovi CF-ovi reći.;0:09:53 - 0:09:58
Ovi kasniji CF-ovi će se pojaviti teku S7.;0:09:58 - 0:10:01
U svom razumiju, sigma1 je svako podskup od sigma, presjek sigma sa još nečim,;0:10:01 - 0:10:08
dakle, i on je isto konačan i ispunjiv je po predpostavci indukcije.;0:10:08 - 0:10:12
Predpostavka indukcije je rekla da SN je konačno ispunjiv,;0:10:12 - 0:10:15
dakle, svaki njegov konačan podskup je ispunjiv.;0:10:15 - 0:10:18
I onda imaš neki model. Dobro, fiksiramo neki model M za sigma1.;0:10:18 - 0:10:22
To je bio sigma presječen sa SN.;0:10:22 - 0:10:29
Dobro, i sad, kažem, popišemo sve konstantske simbole,;0:10:29 - 0:10:34
naravno, ima ih konačno mnogo, i definiramo,;0:10:34 - 0:10:39
aha, sve nove konstantske simbole, dakle, ne sve.;0:10:39 - 0:10:43
Dakle, ne diramo one koji su već bili u sigma1.;0:10:43 - 0:10:47
Zašto? Jer oni već imaju interpretaciju.;0:10:47 - 0:10:50
Cilj mi je, naravno, definirati novu strukturu,;0:10:50 - 0:10:57
dakle, na neki način, proširenje ovog modela M,;0:10:57 - 0:11:01
kojeg označavam sa N, tako da zapravo još kažem;0:11:01 - 0:11:05
šta ti novi konstantski simboli kažu.;0:11:05 - 0:11:08
Dakle, kako se oni interpretiraju.;0:11:08 - 0:11:10
Nemam i smisla ovaj sigma N, jer oni već i ja su interpretirani u M.;0:11:10 - 0:11:14
Njih ne želim mijenjati, dakle, želim samo dopisati nešto u modelu.;0:11:14 - 0:11:19
Ok, i šta radim? Pa, mislim, ono što očekujem, dakle,;0:11:20 - 0:11:24
jednostavno, hoću da to budu Henkinovi svjedoci, dakle,;0:11:24 - 0:11:27
hoću da kad god imaš stvarno nekakvu ovakvu formulu koja je istinita,;0:11:27 - 0:11:34
da ovo doista bude nekakav svjedok.;0:11:34 - 0:11:38
Dakle, želimo da je, ako postoji A iz, ono,;0:11:38 - 0:11:45
prethodnog nosača, dakle, nosača od M, takva da ova formula vrijedi.;0:11:45 - 0:11:51
Da je ovo istinito na M, to je rečenica.;0:11:51 - 0:11:55
Onda, naravno, može biti više. Odaberem jedan takav i;0:11:55 - 0:12:00
fiksiram to kao interpretaciju tog CEFI u N.;0:12:00 - 0:12:05
A ako takvog nema, naravno, moram i dalje reći šta je interpretacija u CEFI,;0:12:05 - 0:12:11
ali uopće mi nije bitno, jer, dakle, ako je ovo laž, onda će ovo biti istina,;0:12:11 - 0:12:15
bez obzira na to šta je stavio za CEFI.;0:12:15 - 0:12:18
Dakle, mogu jednostavno reći proizvodnijan A iz nosača od M.;0:12:18 - 0:12:22
Takav uvijek postoji, jer, naravno, nosači su neprazni skupovi.;0:12:22 - 0:12:26
Formalno, naravno, čovjek hoće da ovo stvarno napraviti u teoriji skupova,;0:12:26 - 0:12:30
kak spada, tu bi u igru došla nekakva funkcija izbora, jer meni ne treba samo;0:12:30 - 0:12:35
jedan izbor takvog A ili ovakvog A, nego mi treba simultano izbor,;0:12:35 - 0:12:39
za početak, konačno mnogo ovdje, ali i više od toga, dakle,;0:12:39 - 0:12:44
za svaki pojedini N ja trebam napraviti nekakvu dedekindovu konstrukciju,;0:12:44 - 0:12:48
dakle, zapravo moram cijelo vrijeme koristiti istu funkciju izbora.;0:12:48 - 0:12:53
Dobro, i sad ono što želimo reći je da u takvom novom modelu,;0:12:55 - 0:13:00
proširenju modela M, interpretacijom ovih novih konstantskih simbola,;0:13:00 - 0:13:06
na njemu vrijedi sigma. Zašto sigma? Mislim, zašto ne sigma 1?;0:13:06 - 0:13:16
Aha, jer, dakle, ovi formule, dakle rečenice iz sigma koje nisu iz sigma 1,;0:13:20 - 0:13:26
one uopće nisu u sn.;0:13:27 - 0:13:33
Zašto je to bitno sa mnom?;0:13:37 - 0:13:39
Sigma je podskup od sn plus 1.;0:13:44 - 0:13:47
Znači, u sigma sigurno žive rečenice koje, dakle, to su svako rečenice,;0:13:48 - 0:14:00
znači one imaju neke ove konstantske simbole, nove.;0:14:02 - 0:14:07
I njih smo, znači, pobrinuli smo se da ovakve stvari,;0:14:07 - 0:14:16
aha, ne, ok, pobrinuli smo se da ovakve stvari učinimo istinitima.;0:14:17 - 0:14:23
Jer ili je ovo lažno, a ovdje je onda sve jedno što bude,;0:14:23 - 0:14:26
ili kad je ovo istinito, ovdje smo mogli da brojne neki takav,;0:14:26 - 0:14:29
da stvarno i desna strana bude istinita.;0:14:29 - 0:14:31
Znači, svaka od tih takvih rečenica je istinita na sigma.;0:14:31 - 0:14:38
Znači, one za koje su ovi simboli stari, po predpostavci indukcije,;0:14:39 - 0:14:43
odnosno po tome što je m već bio model za sigma 1,;0:14:43 - 0:14:48
a ove nove po konstrukciji, po tome kako sam sad definirao u n.;0:14:49 - 0:14:53
Aja, ali to je sve. Znači, jednostavno sve formule u sigma su znači,;0:14:54 - 0:14:58
sve formule u sigma koje nisu u sn su u ovakvog oblika.;0:15:02 - 0:15:06
Dakle, ako su sve takve, sve koje nisu takve bile od prije istinite,;0:15:07 - 0:15:12
