Speech;Timestamp
Šta, stigli smo do ovog trećeg, jel?;0:00:00 - 0:00:04
Barem jedno od pravila R1, R2 je pravilo reza.;0:00:04 - 0:00:07.500000
E sad, dajmo to vjerit, kak bi to uopće izgledalo?;0:00:08.500000 - 0:00:11
Znači, sad mi trebaju vrlo ozbiljne...;0:00:11 - 0:00:14
Znači, trebaju mi tu recimo Pi 1,1, jel tako?;0:00:14.500000 - 0:00:18
I sad imam Gamma 1,1, Delta 1,1.;0:00:18 - 0:00:23.500000
Pa imam Pi 1,2, Gamma 1,2, Delta 1,2.;0:00:24 - 0:00:31
Aha, barem jedno, a dobro, onda nije tako strašno.;0:00:33 - 0:00:36
Znači, Pi 2, ok.;0:00:36 - 0:00:38.500000
Dobro, mogu tako.;0:00:42 - 0:00:43.500000
Znači, ovo je rez, jel?;0:00:44.500000 - 0:00:47
Ovo je rez, a ovo je bilo šta.;0:00:54 - 0:00:58
Sve šta treba onda dokazat, da se može simulirat.;0:01:06 - 0:01:11
Aha, dobro, ne baš, joj, ispričavam se, nisam htio A napisat.;0:01:13 - 0:01:17
Naravno, da rez ne razumijem.;0:01:18 - 0:01:19.500000
Ne radimo rez po A.;0:01:19.500000 - 0:01:21.500000
Ja sad sam sve zeznim, samo malo.;0:01:22 - 0:01:24
Znači...;0:01:24 - 0:01:25
Ajde nek mi se vidi eksplicitno ta formula B.;0:01:27.500000 - 0:01:30.500000
Neću da mi se ne vidi, razumijete?;0:01:30.500000 - 0:01:34
Znači, hoću ju stvarno stavit, i kak je tamo u pravilu,;0:01:34 - 0:01:38
ja mislim stavljeno odmah do turnstajla.;0:01:38 - 0:01:42
Znači, ovak je doslovno napisano u pravilu.;0:01:42 - 0:01:44
Znači, ovak je dostupno napisano u pravilu.;0:01:44 - 0:01:46
Odmah do turnstajla. Znači, ovak je doslovno napisano u pravilu, ako se ne varam.;0:01:46 - 0:01:50.500000
Tu dođe B, ovako, pa tu bude delta 1,1.;0:01:50.500000 - 0:01:56.500000
A ovdje dođe isto do... Znači, prvo ljevo kod turnstajla,;0:01:56.500000 - 0:02:00.500000
onda desno kod turnstajla. Mislim da smo takto pisali.;0:02:00.500000 - 0:02:04.500000
Dobro.;0:02:10.500000 - 0:02:11.500000
E, i sad samo uklonim, jel?;0:02:11.500000 - 0:02:13.500000
Znači, samo uklonim.;0:02:14.500000 - 0:02:16
Dakle, mogo bi u principu pisati gama 1 izvodi delta 1,;0:02:21.500000 - 0:02:28
jer će to biti u njime, i bit će ono gama 1,1 konkateniran sa gama 1,2,;0:02:28 - 0:02:33
ljevo tom je gama 1, a desno ću imat ovu dvojicu, to je to gama 2.;0:02:33 - 0:02:37
Al mogu i ovak napisati, ako hoćete.;0:02:37 - 0:02:39
Neko je učinio.;0:02:44 - 0:02:45
Dobro, to je pravilo reza, baš primjenjeno na neku formulu.;0:02:48 - 0:02:51.500000
U redu.;0:02:51.500000 - 0:02:52.500000
Jel može ta formula biti A?;0:02:52.500000 - 0:02:54.500000
Jel smije biti A?;0:02:54.500000 - 0:02:56
Sjetite se, rang ovog izvoda mora biti strogo manji od D.;0:03:00.500000 - 0:03:04.500000
Znači, kad bi ovaj B bio jednak A, onda ne bi bio, onda bi bio točno D.;0:03:04.500000 - 0:03:09.500000
Pa ne može, u redu.;0:03:09.500000 - 0:03:11.500000
Znači, ovaj tu B je 100%, nema ono, treći slučaj, jedan,;0:03:11.500000 - 0:03:17.500000
pa sad B jednako A, ne postoje. U redu, nemoguće.;0:03:17.500000 - 0:03:21
Znači, imamo ono treći slučaj, gdje je sad B različito od A;0:03:21 - 0:03:26.500000
i jedno od pravila, barem je pravilo reza.;0:03:26.500000 - 0:03:29.500000
Dobro, a ono što želim izsimulirati bez da režem po A je što?;0:03:32 - 0:03:37
Pa znači, po stoti put pišem jedno te isto, jel?;0:03:37.500000 - 0:03:43.500000
Jel ovo?;0:03:55.500000 - 0:03:57.500000
Znači, ovo pa ovo bez A;0:04:00.500000 - 0:04:05.500000
a s desne strane ovo tu bez A, pa ovo.;0:04:07 - 0:04:12
Dobro? Znači, to je ono što stalno pokušavamo izvest, jel?;0:04:12.500000 - 0:04:17.500000
Nekako koristeći nekakvu indukciju.;0:04:17.500000 - 0:04:20.500000
Dobro, recite.;0:04:20.500000 - 0:04:22.500000
B ne može biti A.;0:04:28.500000 - 0:04:30.500000
B ne može biti A zato što je predpostavka da imamo dva izvoda.;0:04:30.500000 - 0:04:35.500000
Ovoga, koji su ranga manje kod D.;0:04:36.500000 - 0:04:40
A ovdje je primjenjeno pravilo reza na B.;0:04:41 - 0:04:44.500000
U tom, u jednom od tih izvoda.;0:04:44.500000 - 0:04:47
Dobro, a sada što mi je taj ispod povodit, kada nam on je u B?;0:04:47 - 0:04:51
Ne, ne. Znači, ovoga, čim ima rez po B;0:04:51 - 0:04:58
Niste me sad shvatili možda.;0:05:00 - 0:05:01
Znači, pod predpostavkom da je B jednak A.;0:05:01.500000 - 0:05:04.500000
Da je B baš A.;0:05:04.500000 - 0:05:06.500000
Pa, znači, definicija ranga izvoda je;0:05:11.500000 - 0:05:15
maksimalni rang formule reza u tom izvodu.;0:05:15 - 0:05:19
A A bi bila formula reza u tom izvodu, a njen rang je D.;0:05:19.500000 - 0:05:23.500000
Znači, cijela poanta svega je izbjegavati rez po A.;0:05:25.500000 - 0:05:30.500000
A izbjegavati ovdje.;0:05:31 - 0:05:33
A ovdje ga ne smijemo ni imati.;0:05:33 - 0:05:35
Jer onda bi već imali veće, barem D.;0:05:35 - 0:05:39
E sad, di smo, di smo, di smo?;0:05:43 - 0:05:46
Čovjek se lako gubi.;0:05:46 - 0:05:48
Ok, znači, kak bi ste sad ovo napravili?;0:05:48 - 0:05:54
Znači, odsimulirali ovo ovdje.;0:05:54 - 0:05:56
Sad to već izgleda malo netrivijalno, jel?;0:05:56 - 0:05:59
Znači, nekak smo bili, rekli,;0:06:01 - 0:06:06
izabiri si izvode, primijeni predpostavku indukcije;0:06:06 - 0:06:11
i onda napravi ono šta si htio napraviti.;0:06:11 - 0:06:15
Jel? Recimo rez ovdje po B.;0:06:15 - 0:06:18
Dobro?;0:06:18 - 0:06:19
E, ali da napravimo rez po B,;0:06:19 - 0:06:22
mi zapravo trebamo nekakve dvije stvari dobiti.;0:06:22 - 0:06:26
To znači da ću nekak valjda primijeniti;0:06:26.500000 - 0:06:29.500000
predpostavku indukcije dva put.;0:06:29.500000 - 0:06:32.500000
A znamo da ju primjenjujemo na dva izvoda.;0:06:32.500000 - 0:06:35.500000
