Speech;Timestamp
Dobro, možemo?;0:01:30 - 0:01:59
Ok, znači, prošli put smo završili sa teoremom o mašivanju tipova;0:02:00 - 0:02:06
i vidjeli smo, zapravo, to je henkerova konstrukcija,;0:02:06 - 0:02:10
samo što je malo promijenjena, naravno zbog toga što se radi;0:02:10 - 0:02:15
ne o teorijama, nego o tipovima, ali više manje,;0:02:15 - 0:02:20
ista stvar se treba napraviti. Trebaju se stvari nadopuniti;0:02:20 - 0:02:25
do maksimalne konsistentnosti, trebaju se dodati henkinovi svjedoci,;0:02:25 - 0:02:31
treba sve više manje, slična stvar. I na kraju se još mora,;0:02:31 - 0:02:35
ovisno o tome, jer u teoriji imamo maksijume jednakosti,;0:02:35 - 0:02:46
onda moramo napraviti onaj ples sa ne zapravo zatvoreni termin,;0:02:46 - 0:02:51
nego klasa ekvivalencije zatvorenih terma s obzirom na relaciju.;0:02:51 - 0:02:56
Jednakost između nekih zatvorenih terma je dokaziva u teoriji.;0:02:56 - 0:03:01
Ali, kažem, to smo sve već bili napravili tamo kad smo objašnjavali henkina,;0:03:01 - 0:03:06
tako da stvari koje ovdje treba promijeniti nisu pre različite.;0:03:06 - 0:03:11
Ono što je malo drugačije je, znači ova svojstva su puno zapetljanija,;0:03:11 - 0:03:20
odnosno trebamo puno više toga misliti kad to radimo,;0:03:20 - 0:03:24
ali mislim, dobro, i hengrama konstrukcija je isto na svoj način zapetljana,;0:03:24 - 0:03:27
tako da isto treba nekako paralelno izgrađivati ni iz signatura,;0:03:27 - 0:03:32
ni iz teorija, ni iz formula, s jednom slobodnom variablom.;0:03:32 - 0:03:37
No, dobro, idemo dalje. Dakle, idemo vidjeti sad kako izgledaju,;0:03:38 - 0:03:42
mislim, jednostavno zapravo, ali kako izgledaju konzistentni tipovi;0:03:42 - 0:03:48
alef-nula kategoričnih teorija. Dakle, alef-nula kategorična, to smo rekli,;0:03:50 - 0:03:53
to je ona koju su svi prebrojivi modeli izomorfni zapravo smo vidjeli;0:03:53 - 0:03:58
zbog Levene Hanskulama ovog teorema, na gori i na dolje,;0:03:58 - 0:04:01
dakle zapravo ne možete vi nikad fiksirati kardinalnost iz teorije.;0:04:01 - 0:04:06
Dakle, da teorija kaže svi moji modeli moraju biti kardinalnosti, ne znam,;0:04:06 - 0:04:10
alef-17, niti moraju biti alef-nula, jer uvijek postoji Levene Hanskulama na gore.;0:04:10 - 0:04:16
Ali, dobro, mislim, u nekom smislu, jel, ako zahtijevate normalne modele,;0:04:16 - 0:04:21
onda teorija smije reći svi moji modeli moraju biti kardinalnosti 3.;0:04:21 - 0:04:24
To da, dakle, za konačnu kardinalnost da, ali za bezkonačnu nikad.;0:04:24 - 0:04:29
I onda smo rekli zapravo, ta kategoričnost u nekom apsolutnom smislu;0:04:29 - 0:04:33
za logiku prvog reda nema smisla. Naravno, za neke druge logike bi mogla imat,;0:04:33 - 0:04:37
ali to je druga stvar. Pa smo onda uveli ovaj kapa kategoričnosti,;0:04:37 - 0:04:42
jel, dakle, svi modeli kardinalnosti kapa su međusobno izumorfi.;0:04:42 - 0:04:46
I onda smo vidjeli da takvih teorija ima, na primjer, alef-nula kategorična je ona teorija;0:04:46 - 0:04:50
koja kaže, ono, jel, dakle, dense linear orders with no endpoints.;0:04:50 - 0:04:56
Dakle, ona, uređena karakterizacija skupa racionalnih brojeva.;0:04:56 - 0:05:01
Dakle, svi prebrojivi modeli za D'Leono e su zapravo efektivno izumorfni;0:05:01 - 0:05:07
skupu racionalnih brojeva sa standardnim uređenjima.;0:05:07 - 0:05:11
Ali, opet vidimo da, naravno, ta teorija nije kategorična u pravom smislu,;0:05:12 - 0:05:16
jer imamo jedan jako poznat, dobro poznat model njen koji nije prebrojiv.;0:05:16 - 0:05:21
To je, naravno, skup realnih brojeva.;0:05:21 - 0:05:24
Dobro. Ali, kažem, dakle, za ovakve kategorične teorije,;0:05:25 - 0:05:29
kako izgledaju njezini, konzistentni tipovi.;0:05:29 - 0:05:31
Njezini, svi konzistentni tipovi su izolirani.;0:05:31 - 0:05:34
Dakle, vidjeli smo što znači izoleran.;0:05:34 - 0:05:37
To znači da ga možete karakterizirati u onom unutarnjem modelu,;0:05:37 - 0:05:40
pomoću nekakve formule, jel, dakle, svi oni koji su posljedice nekakve formule,;0:05:40 - 0:05:47
koja je ispunjiva, koja se može, ono, dakle, ispuniti u smislu;0:05:47 - 0:05:51
da nađem nekakvih konkretnih n objekata koji, kada je egzistencijalno zatvorim,;0:05:51 - 0:05:55
onda je dokaziva.;0:05:55 - 0:05:57
Nisam dokaziva, element teorije, ono, evo možda sad,;0:05:59 - 0:06:02
za sad nikakav dokazni sustav.;0:06:02 - 0:06:04
Dobro, uglavnom, znači, konzistentni tip mora biti izoliran;0:06:04 - 0:06:08
ako se radi o Aleph-nula kategoričnoj teoriji.;0:06:08 - 0:06:10
I zapravo, mislim, dokaz je vrlo jednostavan,;0:06:10 - 0:06:12
jer samo treba uštekati sad sve Lego kockice koje imamo.;0:06:12 - 0:06:15
Dakle, kaže, ako imaš neki konzistentni tip,;0:06:15 - 0:06:19
mislim, pretpostavljamo suprotno, da imaš neki konzistentni tip koji nije izoliran,;0:06:19 - 0:06:22
onda, ovaj, s jedne strane, činjenica da je konzistentan;0:06:22 - 0:06:27
znači da ga neko realizira.;0:06:27 - 0:06:29
E, ali ne samo da ga netko realizira, sad je važno, dakle, Henkin kaže,;0:06:29 - 0:06:33
taj neko smiješ pretpostaviti da je, nije da mora biti prebrojen,;0:06:33 - 0:06:37
ali smiješ pretpostaviti da je prebrojen.;0:06:37 - 0:06:39
Dakle, uvijek, ne samo da postoji neki model,;0:06:39 - 0:06:41
nego postoji neki prebrojeni model za tu teoriju koji realizira taj tip.;0:06:41 - 0:06:45
Dobro, s druge strane, opet teorija omašivanja tipova kaže,;0:06:45 - 0:06:48
ako je, vi ispao da nije izoliran, onda opet imaš neki model koji ga omašuje,;0:06:48 - 0:06:53
ali ne samo to, nego opet, Henkinava konstrukcija, možeš zapravo dobiti,;0:06:53 - 0:06:57
smiješ pretpostaviti da je taj model prebrojen.;0:06:57 - 0:06:59
E, ali sad, ako je tako, onda imaš dva prebrojiva modela za teoriju T,;0:06:59 - 0:07:03
a teorija T je alef nula kategorična, dakle, taj dva modela su izomorfne.;0:07:03 - 0:07:07
A onda, naravno, ne može se dogoditi da je jedan od njih realizira,;0:07:07 - 0:07:11
a sada drugi ga omašuje, jer jednostavno,;0:07:11 - 0:07:13
Dijan realizira preko neke entorke,;0:07:13 - 0:07:15
onda jednostavno tu entorku preslikate po izomorfizmu;0:07:15 - 0:07:18
i onda će realizirati taj tip u ovom drugom modelu.;0:07:18 - 0:07:21
Imali kao neku napomenu, ali nismo ništa čak ni komentirali,;0:07:21 - 0:07:25
jer je stvarno jednostavno.;0:07:25 - 0:07:27
Evo, entorku su izomorfni, onda istodobno ga ili realiziraju, ili ga omašuju.;0:07:27 - 0:07:33
Dakle, pazite, naravno, ne pričam tu o elementarnoj ekvalenciji,;0:07:34 - 0:07:37
naravno, elementarna ekvalencija je pre slaba tu,;0:07:37 - 0:07:39
jer elementarna ekvalencija govori samo o rečenicama.;0:07:39 - 0:07:42
Ovo nisu rečenice, ovo su baš formule sa jednih slobodnih variabli,;0:07:42 - 0:07:49
ali sve jedno, izomorfizam je izomorfizam.;0:07:49 - 0:07:52
Jednostavno, te sve stvari koje postoje ovdje, postoje i tamo,;0:07:52 - 0:07:55
samo se drugačije zovu.;0:07:55 - 0:07:57
I onda naravno, te iste stvari koje realiziraju tamo,;0:07:57 - 0:08:00
jednom kad ih preslikamo po izomorfizmu, ovdje realiziraju.;0:08:00 - 0:08:04
Dobro, dakle, sad će biti nekoliko tih karakterizacija;0:08:04 - 0:08:08
alef nula kategoričnih teorija.;0:08:08 - 0:08:10
Evo, prva od njih, dakle, potpune teorije,;0:08:10 - 0:08:13
znači da potpune teorije,;0:08:13 - 0:08:15
čekaj, zašto mi je bitno da je potpuna?;0:08:16 - 0:08:19
Znači za teorije imamo još i menije tipove, evo.;0:08:21 - 0:08:24
Da, za teorije imamo još i menije tipove,;0:08:24 - 0:08:26
mora biti potpuna teorija, dobro.;0:08:26 - 0:08:28
Uglavnom, a dobro, mislim da smo tipove zapravo definirali;0:08:30 - 0:08:34
samo za potpunu teoriju.;0:08:34 - 0:08:36
Uglavnom, znači, jedna moguća karakterizacija što za potpunu teoriju;0:08:36 - 0:08:40
je dovoljno da bude, i nužno je dovoljno zapravo da bude;0:08:40 - 0:08:43
alef nula kategorična, je upravo ovo.;0:08:43 - 0:08:45
Znači, svaki konsistencijni tip je izoliran.;0:08:45 - 0:08:47
Znači, sad smo vidjeli da alef nula kategoričnost povlači to,;0:08:47 - 0:08:50
ali ne samo to, nego i to povlači alef nula kategoričnost.;0:08:50 - 0:08:53
Kaže, bez dokaze, dobro.;0:08:53 - 0:08:55
E sad, drugi način, znači, pomoću, možemo gledat na konsistencijne tipove,;0:08:57 - 0:09:01
s druge strane, dualno nekako možemo gledat potpune tipove.;0:09:01 - 0:09:04
Potpun tip je onaj koji, aha, je konsistentan, znači,;0:09:06 - 0:09:09
ipak ono, naravno, to je uvijek priča.;0:09:09 - 0:09:11
Potpunost možete gledat kao doslovno dualni pojam konsistentnosti,;0:09:11 - 0:09:14
pa možete imat ove koje nisu konsistentne, one su trivialno potpune,;0:09:14 - 0:09:18
jer sve je u njima, pa onda tako i formula i njena negacija,;0:09:18 - 0:09:23
pa onda i možete reći da vrijedi formula ili njena negacija.;0:09:23 - 0:09:27
Ali nekako često ljudi ne žele gledat taj slučaj,;0:09:28 - 0:09:31
nego žele zapravo gledat potpune koji jesu konsistentni.;0:09:31 - 0:09:34
Pa onda ćemo reći tako.;0:09:34 - 0:09:36
Znači, potpun tip je konsistentan, koji još ima ovo svojstvo,;0:09:36 - 0:09:40
ali naravno sad ne može reći da sve formule, to je besmislica,;0:09:40 - 0:09:43
jer naravno te formule koje su u tipu, one govore samo nešto,;0:09:43 - 0:09:48
nekakvih n objekata koje sam nazvao x1 do xn.;0:09:48 - 0:09:51
Dakle, ja zapravo želim reći da je potpun ako za svaku formulu;0:09:51 - 0:09:54
koja govori o tih n objekata, vrijedi da je ona u s ili njezina negacija u s.;0:09:54 - 0:09:59
Naravno da kad vi imate samo formule sa slobodnom varijalom x1,;0:10:00 - 0:10:05
onda mislim da ne možete sad očekivati da ta teorija zna nešto reći o x2.;0:10:05 - 0:10:09
Dobro, skup svih potpunih n tipova označavamo sa lijepo s n, dobro.;0:10:11 - 0:10:15
To će nam trebati za neki dokaz kasnije.;0:10:16 - 0:10:18
Dobro, e sad da vidimo znači neke skroz jednostavne stvari.;0:10:20 - 0:10:23
Dakle, za potpune n tipove vrijedi da ne mogu biti inkluzijski neusporedivi.;0:10:23 - 0:10:30
Znači, ako je vrijedi jedna inkluzija, onda odmah vrijedi i druga.;0:10:30 - 0:10:33
Zašto? Zato što, odnosno mislim, mogu biti inkluzijski neusporedivi, naravno,;0:10:34 - 0:10:39
ali ne može jedan biti pravi podskup od drugoj.;0:10:39 - 0:10:41
To sam htio reći.;0:10:41 - 0:10:42
Znači, zašto? Zato što, valjda, prvomatrate negaciju.;0:10:45 - 0:10:48
Znači, teoretički, zamislite da je x1 pravi podskup od s2,;0:10:48 - 0:10:52
dakle, imaš neku formulu u s2 koja nije u s1,;0:10:52 - 0:10:55
ali onda, ako nije u s1, onda je njera negacija u s1,;0:10:55 - 0:10:58
jer mislim n tipovi su nad istim varijalom, znači njera negacija je u s1,;0:10:58 - 0:11:02
ali x1 ti je podskup od s2, pa negacija je u s2,;0:11:02 - 0:11:05
i onda dobiješ kontradikciju s konsistentnošću od s2.;0:11:05 - 0:11:08
Vrlo elementarno.;0:11:10 - 0:11:11
Ako je Godsko M model potpune teorije i nekakva entorka A u njemu,;0:11:13 - 0:11:19
onda, dobro, ovo se jednostavno tako označava,;0:11:19 - 0:11:24
dakle, T od A u M, znači,;0:11:24 - 0:11:30
aha, hoću reći tip, to je kao, to je dualno,;0:11:32 - 0:11:37
ne znam, teorije su kao tipove, dakle, to je dualno onom TH,;0:11:37 - 0:11:41
dakle, TH od nekakvog modela su sve one formule,;0:11:41 - 0:11:46
sve one rečenice koje u njemu vrijede.;0:11:46 - 0:11:48
E sad, tip nekakve entorke u nekakvom modelu je ovo,;0:11:48 - 0:11:58
znači sve formule koje on zadovoljava s obzirom na tu konkretnu entorku.;0:11:58 - 0:12:04
Vrlo jasno da je to dualno u tom smislu.;0:12:04 - 0:12:08
I, kaže, naravno, to je onda potpun tip, na isti način kao što je ovo potpuna teorija.;0:12:09 - 0:12:13
Jednom kad sam ja fiksirao strukturu, stvar u njoj ili vrijedi ili ne vrijedi,;0:12:13 - 0:12:17
ne možete imat neodlučive tvrdnje, u nekakvoj,;0:12:17 - 0:12:20
logički neodlučene tvrdnje, u nekakvoj fiksiranoj strukturi.;0:12:22 - 0:12:26
Isto tako ovdje, jednostavno, ako mu ja dam nekakvu strukturu i nekakvu entorku,;0:12:26 - 0:12:30
onda za nju formula ili vrijedi ili ne vrijedi.;0:12:30 - 0:12:32
Znači, nema ili je FUS ili nije.;0:12:32 - 0:12:35
Naravno, pri tome, važno su to opet formule koje samo govore o tih ena objekata.;0:12:36 - 0:12:40
Dobro.;0:12:41 - 0:12:42
E, i ovo je možda važno. Dakle, svaki potpuni tip je ovog oblika.;0:12:45 - 0:12:49
To moram priznati da mi nije baš sad jasno.;0:12:54 - 0:12:56
Dakle, mislim, opet, negako je dualno, jel?;0:12:57 - 0:13:00
Dakle, svaka potpuna teorija je zapravo TH od svog kanonskog modela.;0:13:00 - 0:13:05
Dakle, to smo bili pričali tamo kad smo govorili o kanonskim modelima.;0:13:06 - 0:13:09
Dakle, ta nekakva konstrukcija, Henkinova konstrukcija zapravo se vjerojatno;0:13:09 - 0:13:14
može i ovdje proširiti.;0:13:14 - 0:13:16
Samo kažem, nisam baš siguran.;0:13:16 - 0:13:18
Ali, mislim, vjerojatno je opet isti algoritam.;0:13:18 - 0:13:21
Dakle, krenem od...;0:13:22 - 0:13:24
Ovaj...;0:13:24 - 0:13:25
Znači, potpun je, onda je maksimalan u tom smislu, onda...;0:13:28 - 0:13:33
Sad jel moram Henkinizaciju čitavu raditi ili mi je dovoljno samo uzeti;0:13:35 - 0:13:43
kanonski model i...;0:13:43 - 0:13:45
A opet, kak' najdem neku konkretnu mentorku?;0:13:46 - 0:13:49
A, ne, zapravo, da.;0:13:49 - 0:13:51
Dakle, najdem...;0:13:51 - 0:13:53
Da, neće biti tako jednostavno, ali može se.;0:13:59 - 0:14:02
Znači, u signaturu dodam n ovih, to su nekakvi n tipovi,;0:14:02 - 0:14:07
znači, u signaturu dodam nekih novih...;0:14:07 - 0:14:10
Novih n konstantskih simbola.;0:14:16 - 0:14:18
To su mi sad imena unutar jezika za tih n objekata.;0:14:18 - 0:14:22
I onda kažem, nad tom signaturom, dobro, onda to više nije potpuno,;0:14:22 - 0:14:28
