Speech;Timestamp
Ok, super.;0:00:00 - 0:00:02
Dobro, dakle, samo da...;0:00:04 - 0:00:07
Kao neka zanimljiva pričica vezana uz Hilbertov 17. problem.;0:00:13 - 0:00:16
Dakle, Hilbertov 17. problem je rješen i vidjet ćemo poslije rješenje.;0:00:16 - 0:00:23
Mislim, ne postupak strogi kojim se to napravi, ali vidjet ćemo nekakvu tehniku;0:00:23 - 0:00:32
u kojoj se to napravi i odgovor je za racionalne funkcije pozitivan.;0:00:32 - 0:00:38
Međutim, za polinome je odgovor negativan. Dakle, što je uopće problem?;0:00:38 - 0:00:43
Problem je ono, je li svaki, možemo reći, pozitivan element;0:00:43 - 0:00:48
u nekom smislu, u nekom algebriji, kvadrat nekog elementa?;0:00:48 - 0:00:52
Znamo naravno da u R svakako jest, dok na primjer u Q nije.;0:00:52 - 0:00:57
Dakle, 2 je pozitivan, ali nije kvadrat.;0:00:57 - 0:01:00
I onda opet slično, dakle, kao na polinomima.;0:01:00 - 0:01:03
Naravno, sad što uopće znači biti pozitivan, ali logično, da bi bio nekakav kvadrat.;0:01:03 - 0:01:08
Aha, da, dakle, nije nužno, kažem, 2 naravno nije kvadrat, ali jest broj kvadrata.;0:01:08 - 0:01:14
Znači, možemo ga sigurno napisati kao zbroj nekoliko kvadrata.;0:01:14 - 0:01:19
E sad, u Q je možda čak zanimljivo, nisam baš opće siguran.;0:01:19 - 0:01:23
E, valjda je, alo, dakle, svaki, svaki racionalni broj,;0:01:23 - 0:01:27
svaki pozitivni racionalni broj se može zapisati kao zbroj kvadrata racionalnih brojeva,;0:01:27 - 0:01:30
iako možda nije baš tako očito kako, ali...;0:01:30 - 0:01:33
E, kroz Q je, znači, 1 kroz Q plus 1 kroz Q plus 1 kroz Q,;0:01:36 - 0:01:43
i onda svaki 1 kroz Q mogu napisati kao 1 kroz Q na kvadrat plus 1 kroz Q na kvadrat;0:01:43 - 0:01:51
plus 1 kroz Q na kvadrat. Znači, ovdje imam P pribrojnika,;0:01:52 - 0:01:56
a ovdje imam Q pribrojnika, i, znači, sve skupa,;0:01:58 - 0:02:03
P puta Q pribrojnika svaki od kojih je kvadrat, jel, dakle, to mi sad pala na pamet,;0:02:03 - 0:02:08
možda postoji ljepši način.;0:02:08 - 0:02:09
Ali, dakle, svakako, nekak u običajenim kontekstima možemo reći da to što je nešto pozitivno u smislu,;0:02:09 - 0:02:18
naravno, ako je to sad nekakva funkcija, onda je pozitivna ako je pozitivna za svake vrijednosti argumenta,;0:02:18 - 0:02:24
ili argumenta, ako imam više variabli, ali dosta dugo je bilo otvoreno jel to doista istina za racionalne funkcije.;0:02:25 - 0:02:33
Za Polinome je zanimljivo da odgovor ne, i kontrapriljen je slavni Močkinov Polinom,;0:02:33 - 0:02:38
dakle, ovo je primjer Polinoma, dakle, naravno, sad da ima ovdje svuda plusove,;0:02:38 - 0:02:43
onda bi bilo očito da je pozitivno, ali onda bi bio i trivialno zbroj četiri kvadrata.;0:02:43 - 0:02:50
Ono što je zanimljivo je da kad se tu stavi minus, da i dalje Polinom bude pozitivno, semidefinitno,;0:02:50 - 0:02:56
to hoću reći zapravo da ima vrijednost veću ili jednaku nuli za sve vrijednostne variabli.;0:02:56 - 0:03:00
I to slijedi iz nejednakosti aritmetičke i geometričke sredine.;0:03:02 - 0:03:05
Mislim, valjda slijedi i lakše, ali može i tako.;0:03:05 - 0:03:09
Znači, nekakva diskriminanta ili tako nešto.;0:03:09 - 0:03:14
