Speech;Timestamp
Lijepo vam skuvao ovog teorema na donje, je da postoji prebrojivo polje;0:00:00 - 0:00:04.260000
koje je elementarni podmodel od R.;0:00:04.600000 - 0:00:06.460000
Znači, već smo prije vidjeli da je Q podmodel od R;0:00:06.500000 - 0:00:11.300000
ako gledam samo sa uređajem.;0:00:11.320000 - 0:00:13.760000
Međutim, naravno, ako kažem polje, onda mislim tu i na;0:00:16.900000 - 0:00:20.800000
zbrajanje, množenje i takve neke stvari.;0:00:20.820000 - 0:00:23
Dakle, a da ću gledati R sa plus i puta,;0:00:23.020000 - 0:00:26.660000
naravno mogu gledati i sa uređajem, ali to sad nije toliko bitno.;0:00:26.700000 - 0:00:29.260000
Onda ću tu dobiti nešto drugo, naravno Q tu više ne može stajati.;0:00:30.400000 - 0:00:36.660000
Zašto? Na primjer, jer najjednostavnije rečenica, valjda,;0:00:36.700000 - 0:00:40.800000
postoji x takav da x puta x je jednako 1 plus 1.;0:00:42.100000 - 0:00:48
Evo, rečenica u teoriji polja, l, dakle 1 je neutralni element za množenje,;0:00:48.020000 - 0:00:52.860000
plus i puta su operacije u polju i ovo zapravo kaže da postoji korijen iz 2.;0:00:52.900000 - 0:00:59.060000
Dakle, to je rečenica koja svakako ne vrijedi su Q,;0:00:59.660000 - 0:01:06.960000
a vrijedi su R.;0:01:06.980000 - 0:01:09.960000
Dakle, nije elementarni podmjude u tom spisu.;0:01:09.980000 - 0:01:14.280000
Vidjeli smo da je elementarni podmjude, ako gledam rečenice koje samo spominju uređaj,;0:01:14.320000 - 0:01:19.620000
ali čim rečenica počne spominjati algebarske operacije, Q više nije dovoljno dobar.;0:01:19.660000 - 0:01:23.920000
Ali, jednostavno, Levenhans Kolimov u teorema nadolje kaže,;0:01:23.920000 - 0:01:27.980000
možda Q nije dovoljno dobar, ali ima neko koje je prebrojivo i koje i je dovoljno dobro.;0:01:28.020000 - 0:01:32.680000
Možda ga je strašno tešno konstruirati, ali, dakle, naravno,;0:01:32.720000 - 0:01:35.520000
uvijek mogu ponoviti konstrukciju iz Levenhans Kolimovog teorema nadolje,;0:01:35.540000 - 0:01:39.120000
ali onda bi dobio nešto.;0:01:39.140000 - 0:01:42.820000
Dakle, sasvim je jasno da zapravo ću dobiti nešto prebrojivo;0:01:42.840000 - 0:01:50.140000
i da će to nešto biti elementarnim podnovem.;0:01:50.140000 - 0:01:54.140000
Intuitivno, što radim? Zapravo, prođem kroz realne brojeve i filtriram.;0:01:54.160000 - 0:01:58.860000
Dakle, uzmem unutra samo one koji mi trebaju.;0:01:58.900000 - 0:02:01.360000
Samo one koji na neki način čine nekakve ovakve egzistencijalne formule.;0:02:01.400000 - 0:02:07.100000
To je točno onaj dio konstrukcije za VWT.;0:02:07.140000 - 0:02:11.400000
Ovo.;0:02:12.400000 - 0:02:13.400000
Na primjer, korijen iz 2 ili eventualno minus korijen iz 2,;0:02:14.660000 - 0:02:18.660000
jer obojica zadovoljava i ovo, će završiti u tom skupu,;0:02:18.700000 - 0:02:21.420000
jer ćemo imati neku ovakvu formulu.;0:02:21.460000 - 0:02:23.460000
Sadrito me da takvih formula ima samo prebrojivo mnogo;0:02:23.500000 - 0:02:25.960000
i onda sam ja zapravo dodao samo prebrojivo mnogo elementa unutra;0:02:26 - 0:02:29.360000
i dalje je to prebrojivo polje.;0:02:29.400000 - 0:02:32.360000
A jest polje jer zadovoljava sve aksiome teorije polja.;0:02:32.400000 - 0:02:35.660000
Zašto? Jer su ti aksiomi također nekakve rečenice prvog reda;0:02:35.700000 - 0:02:39.660000
koje vrijede u R pa onda budući da elementarni podmodel;0:02:39.660000 - 0:02:42.420000
mora biti i u tom novom polju.;0:02:42.460000 - 0:02:46.420000
Ljudima je puno lakše to prihvatiti nego ovo dolje,;0:02:46.460000 - 0:02:50.920000
ali zapravo je ista fora.;0:02:50.960000 - 0:02:52.920000
To se zove još Skullamov paradoks.;0:02:52.960000 - 0:02:55.920000
Jednostavno kaže, ako je ZF konsistentan,;0:02:55.960000 - 0:02:58.420000
dakle ako uopće ima model, to je sad opet zasebna konzerva,;0:02:58.460000 - 0:03:02.920000
crva sa time prvo je li ZF uopće konsistentan,;0:03:02.960000 - 0:03:08.920000
a onda ako je konsistentan, što bi značilo imati model za ZF?;0:03:09.220000 - 0:03:13.180000
Jel to bi značilo imati skup u kojem na neki način žive svi skupovi?;0:03:13.220000 - 0:03:17.180000
Pa je pitanje, jel to doista skup?;0:03:17.220000 - 0:03:20.180000
Pustimo to sa strane za početak.;0:03:20.220000 - 0:03:24.180000
Dakle, pod predvostavom da teorija ZF ima model,;0:03:24.220000 - 0:03:27.680000
ne mora biti skup, može biti prava klasa, što god,;0:03:27.720000 - 0:03:30.680000
ali onda sigurno za nju postoji prebrojiv model.;0:03:30.720000 - 0:03:34.680000
Dakle, po Levenhajmskom ZF-u to je remuna dolje.;0:03:34.720000 - 0:03:37.680000
Već od nje, s druge strane, naravno u ZF ja mogu dokazat,;0:03:37.980000 - 0:03:40.440000
na primjer, da je R neprebrojiv.;0:03:40.480000 - 0:03:42.440000
I onda imam bizarnu situaciju, dakle, recimo šta ja znam,;0:03:42.480000 - 0:03:46.440000
neka je N model za ZF i neka je N prebrojiv.;0:03:46.480000 - 0:03:53.440000
Tako da svakako ne mogu ja reći da je R element od N,;0:03:57.980000 - 0:04:01.440000
ali mogu svakako reći da je R interpretiran u N,;0:04:01.480000 - 0:04:05.440000
to je nekakav element nosačan, neki skup u N.;0:04:05.740000 - 0:04:11.200000
U N ja sigurno mogu dokazati da je,;0:04:13.240000 - 0:04:19.200000
ne postoji F, takva da je F sa R u N injekcija.;0:04:22.240000 - 0:04:31.200000
Drugim rječima mogu dokazat da je R neprebrojiv.;0:04:32 - 0:04:35.960000
Šta to znači? To znači da ne postoji F,;0:04:36 - 0:04:41.960000
i sad je ovo ključno, dakle, ne postoji F u nosaču.;0:04:44 - 0:04:47.960000
Dakle, ovaj nosač čitava poanta ovoga je da, zapravo,;0:04:48 - 0:04:50.960000
ovi tu kvantifikatori po funkcijama nisu kvantifikatori drugog reda.;0:04:51 - 0:04:55.960000
Oni su kvantifikatori po elementima nosača, isto koji uvijek.;0:04:56 - 0:04:59.960000
