Speech;Timestamp
Prošli put smo dokazali Levenheim-Skulemove teoreme i vidjeli zapravo ima ih raznih verzija.;0:00:00 - 0:00:10
Najvažnije su negako one koje povećavaju kardinalnost strukture i one koje smanjuju kardinalnost strukture.;0:00:10 - 0:00:20
i jedno i drugo zapravo uglavnom se bave beskonačnim strukturama.;0:00:20 - 0:00:25
Dakle, možemo se donekle baviti i konačnim strukturama, ali onda moramo nekako reći da teorija mora imati proizvoljno velike modele.;0:00:25 - 0:00:38
Znači konačne, ali proizvoljno velike, pa onda iz toga slijedi da također ima i beskonačni model.;0:00:38 - 0:00:46
Naravno, to je sve bitno ako pričamo o normalnim strukturama.;0:00:46 - 0:00:52
Ako pričamo o nenužnom normalnim strukturama, onda nekako kardinalnost strukture uopće nije bitna jer se uopće ni ne može uloviti u teoriji.;0:00:52 - 0:01:02
Dakle, ono što je još možda malo čudno, Levenheim-Skulemove teoreme smo izrekli u obliku da nismo zapravo govorili o teorijama,;0:01:02 - 0:01:13
jer kao teoriju još zna sad nemam uopće definiranu, nego smo zapravo govorili samo o strukturama.;0:01:13 - 0:01:18
Dakle, na neki način, evo sad, na primjer ovako nešto.;0:01:18 - 0:01:23
Ono što bismo vjerojatno rekli, da imamo ovu nomenklaturu sa teorijama,;0:01:25 - 0:01:31
onda bismo rekli aha, neka je te nekakva teorija i onda ovdje postoji nekakva struktura koja je model za tu teoriju,;0:01:31 - 0:01:37
kardinalnost je ovako. Dakle, ovdje ne možemo to reći,;0:01:37 - 0:01:40
ne možemo reći umjesto imaš teoriju, imaš nekakvu strukturu i onda naravno struktura u kojoj vrijedi ta teorija je zapravo elementarni nadmodel te strukture.;0:01:40 - 0:01:53
Tak da, kažem, to ćemo zapravo u buduće nekako pomes pod tepih,;0:01:54 - 0:01:59
tako što ćemo jednostavno teorijom za sad zvati nekakav skup rečenica, dakle, nad istom signaturom.;0:01:59 - 0:02:07
Dakle, opet čisto za sad nomenklaturno, a poslije ćemo naravno kad budemo radili teoriju dokaza,;0:02:07 - 0:02:14
onda ćemo vidjeti da su logičke teorije zapravo ipak mrvico komplicirane od toga,;0:02:14 - 0:02:18
ali za sad ćemo jednostavno reći aha, teorija to je bilo kakav skup rečenica nad istom signaturom se ima.;0:02:18 - 0:02:26
I onda, dakle, za ispunjivu teoriju kažemo da je kategorična,;0:02:27 - 0:02:34
ako, nekako intuitivno bismo rekli, ako ima jedinstveni model.;0:02:34 - 0:02:39
Ali naravno to ne možemo reći, jer sasvim je jasno da u teoriji ne piše ništa o prirodi elementa strukture;0:02:39 - 0:02:48
na kojoj je ta teorija istinita, dakle, naravno da mogu uzeti neki element i zamijeniti ga nekim drugim elementom;0:02:48 - 0:02:55
i redefinirati interpretacije nelogičkih simbola u teoriji tako da i dalje dobijem model.;0:02:55 - 0:03:02
Ali, naravno, matematičar će reći ali to nije bitno jer na taj način si dobio kao fold drugu strukturu,;0:03:02 - 0:03:09
ali ona je izomorfna, ovo je početno i da, dakle, ako gledamo jednakost struktura dona izomorfizam,;0:03:09 - 0:03:14
onda zapravo možemo reći da je teorija kategorična ako ima jedinstveni model.;0:03:14 - 0:03:18
Ali formalno kažemo da je kategorična ako su svi njezini modeli izomorfni.;0:03:18 - 0:03:23
Primijetite, ovdje zapravo nije doslovno isto ovo što sam rekao jer kao nije uopće rečeno da ima model,;0:03:24 - 0:03:29
da je konzistentna, da je kao skup rečenica jednostavno ispunjiv, ali sad iskreno da li ćemo neispunjive teorije zvat kategoričnima;0:03:29 - 0:03:40
ili ne, mislim da je, nije pretjerano sanimljivo pitanje. Dakle, svakako, ono što je važno kada teoriju kažemo da nije kategorična,;0:03:40 - 0:03:50
prvenstveno pritom mislimo da ima više neizomorfnih modela.;0:03:50 - 0:03:54
Dakle, ne želimo ove neispunjive zapravo niti zvati kategoričnima, niti zvati nekategoričnima,;0:03:54 - 0:04:01
ali ako baš moramo, onda ćemo ih zvati kategoričnima.;0:04:01 - 0:04:04
Dakle, nekategorično znači da može na više, na više modela, na više neizomorfnih modela biti ispunjeno.;0:04:04 - 0:04:13
Naravno, ne samo da je pojam kategoričnosti s obzirom na jednakost modela prestrog,;0:04:14 - 0:04:21
nego je s obzirom na izomorfnost modela isto nema baš puno smisla, budući da za logiku prvo vreda, za neke druge logike naravno ima,;0:04:21 - 0:04:29
ali iz Levenhez-Kuhlemovog teorema na gore, znači zapravo mi možemo uvijek napuhati model,;0:04:29 - 0:04:37
beskonačni model, do proizvodne kategorije, do proizvodne kardinalnosti,;0:04:37 - 0:04:43
pa onda zapravo bi ispalo da nijedna ispunjiva teorija nije kategorična.;0:04:45 - 0:04:51
Well, to nisam baš siguran da je potpuno istina, dakle,;0:04:51 - 0:04:55
probajmo opet sa ovima koje imaju samo konačne modele.;0:04:56 - 0:04:59
Dakle, naravno, ako ima konačne modele proizvodne kardinalnosti, onda opet mogu primijeniti Levenhez-Kuhlemovog teorema,;0:05:00 - 0:05:08
ali, dobro, pretpostavljam da znači kad bi čovjek, evo, dajme probati nešto skroz trivialno,;0:05:08 - 0:05:16
dakle, postoji x takav da za svaki y, y jednak x,;0:05:16 - 0:05:24
Dakle, ako ovo gledam kao skup rečenica, onda to je svakako skup od jedne rečenice,;0:05:30 - 0:05:36
rečenice svakako jeste jer obje variable su vezane.;0:05:36 - 0:05:39
Što bi čovjek rekao? Svi normalni modeli, zato kažem, ova napomena je možda bila malo preuranjena,;0:05:42 - 0:05:51
ali, jednako, od nekog trenutka daje ćemo morati pretpostaviti da su sve strukture normalne.;0:05:51 - 0:05:56
Dakle, ako gledamo samo normalne strukture, onda ovo jest kategorična teorija,;0:05:57 - 0:06:04
dakle, ona očito ima model negahav jednoelementni skup, sigurno jest model za takvu rečenicu.;0:06:04 - 0:06:19
Ne trebam ništa, nikakvu interpretaciju davati jer samo je jednakost od nelogičkih simbola,;0:06:19 - 0:06:24
a jednakost smo rekli u normalnim strukturama, interpretiramo jednakošću u samom nosaču.;0:06:24 - 0:06:30
Dakle, ne znam jesam li nešto još trebao reći, ali nisam.;0:06:31 - 0:06:37
Dakle, rekao sam da postoji točka i da su svi elementi njoj jednaki.;0:06:37 - 0:06:44
Dakle, ako bi nešto drugo bilo, bilo ovaj model, onda bi moralo biti istog tog oblika.;0:06:44 - 0:06:51
Dakle, ali naravno, ove dvije stvari su izomorfne, jer opet kažem, nemam nikakve interpretacije,;0:06:52 - 0:06:59
dakle, radit se samo u skupu, a za skup izomorfnost je zapravo objekcija,;0:06:59 - 0:07:03
svaka dva jednočlana skupa su uvek fipotentne.;0:07:03 - 0:07:07
Dakle, ja bih rekao da, ono, ipak postoji ispunjive teorije koje jesu kategorične,;0:07:07 - 0:07:12
ali su jako trivialne, dakle, moraju na neki način odozgo ograničiti kardinalnost.;0:07:12 - 0:07:21
A čak i na to nisam siguran, ovo je samo funkcioniralo zato što je kardinalnost 1,;0:07:22 - 0:07:26
da je kardinalnost 2, šta bih rekao?;0:07:26 - 0:07:32
Postoji y1, postoji y2, tako da y1 nije y2 i za svaki x, x je y1 ili x je x2.;0:07:33 - 0:07:50
To je opet nekakva, mislim kažem, skup rečenica je zapravo uvijek dovoljno uzeti jednu rečenicu,;0:07:53 - 0:07:59
jer zakonačne skupove mogu konjunkciju staviti, ali ovdje mi je važno da imam kvantificirane y1, y2;0:07:59 - 0:08:08
i u jednoj i drugoj formuli, da bude jasno da su to ista dvojica.;0:08:08 - 0:08:12
Dakle, ja bih naivno rekao da i ova teorija je istokategorična,;0:08:14 - 0:08:19
dakle nema nikakvih drugih, esencijalno drugih struktura,;0:08:19 - 0:08:27
osim ovakve nekakve, kažem opet, gledano iz perspektive normalnosti.;0:08:28 - 0:08:37
Naravno da kad bi gledali nenormalne struktura, onda naravno da mogu i ovdje proizvodno napuhati kardinalnost.;0:08:37 - 0:08:47
Da li svakom se želi? Dakle, kategoričnost nije ono što bi smo htjeli, odnosno nije ono što zapravo mislimo;0:08:48 - 0:08:54
kad hoćemo reći da logička teorija ima jedinstveni model, odnosno da nekako u potpunosti opisuje nekakav koncept.;0:08:54 - 0:09:03
Jednostavan način da se to popravi, u smislu da se barem izbjegne ova priča koju Levenhajnsk ulevam na gore kaže,;0:09:05 - 0:09:13
je da se stratificira stvar po kardinalnostima, odnosno po kardinalnim brojima.;0:09:13 - 0:09:18
Dakle, kažemo da je lambda kategorična, gdje je lambda nekakav kardinalni broj, naravno najčešće je beskonacno,;0:09:18 - 0:09:24
ali ne mora biti, ako, evo ovdje piše, dakle, ako ima barem jedan model kardinalnosti lambda,;0:09:24 - 0:09:30
dakle, za razliku od ovo gore, evo ovdje, stvarno želimo da bude ispunjiva na modelima kardinalnosti lambda;0:09:30 - 0:09:37
i ako su svi njezini modeli koji su kardinalnosti lambda, međusobno, izobražamo.;0:09:37 - 0:09:42
Naravno, najvažniji primjer, dakle, primjer po kojem je zapravo modeliran ovaj,;0:09:44 - 0:09:49
modeliran ova definicija je nešto na što ćemo se još vraćat,;0:09:49 - 0:09:55
dakle, teorija koja se ponekad zove DLONE, kao dense linear orders with no endpoints.;0:09:55 - 0:10:05
Dakle, naravno, to su znači gusti;0:10:08 - 0:10:11
linearni, ili ovo više kažemo, totalni uređaji;0:10:14 - 0:10:18
bez krajeva, hoću reći bez najmanjeg i najvećeg elementa,;0:10:26 - 0:10:34
evo gledajte, totalni ovdje, znači bez minimuma i maksimuma;0:10:34 - 0:10:37
i naravno da sama teorija DLONE kao teorija na koju se sigurno može primijeniti,;0:10:37 - 0:10:48
gledajte, spomnim na gore, nije kategorična, općenito,;0:10:48 - 0:10:53
ali jest alef nula kategorična i to je težak teorema.;0:10:53 - 0:10:56
Dakle, ako imam dva gusta prebrojiva, totalno uređena skupa;0:10:57 - 0:11:02
koji nemoje ni najmanji ni najveći element,;0:11:02 - 0:11:05
onda postoji u teoriji skupova nešto što se zove uređena karakterizacija skupa racionalnih brojeva;0:11:05 - 0:11:09
koje kaže svaki takav je zapravo sličan sa Q, pa su onda i međusobno slični.;0:11:09 - 0:11:14
A sličnost nije ništa drugo nego izomorfizam u ovom logičkom smislu,;0:11:14 - 0:11:18
jer naravno ako signatura bude samo ovo, onda je to točno totalno uređen skup.;0:11:18 - 0:11:28
Dakle, naravno, to je sad opet nekakav skup rješenica,;0:11:31 - 0:11:33
sam moraš u nekakve dvije formule reći da se radi o i refleksivnom,;0:11:33 - 0:11:39
transitivnom skupu, još jedna formula da kažeš da su svaka dva elementa usporediva,;0:11:40 - 0:11:45
još jedna koja kaže da je sve gusto, da između svake dvojice imaš nekog trećeg,;0:11:45 - 0:11:52
da nema najmanji element i da nema najveći element.;0:11:53 - 0:11:56
Dakle, nekakvi šest rješenica, naravno onda možete to i sve zapisati u jednoj rješenici;0:11:56 - 0:12:01
kao konjunkciju, ali u svakom slučaju konačno je aksimat izrebeljna teorija;0:12:01 - 0:12:06
i zgodna je za neke stvari poslije.;0:12:06 - 0:12:09
Dakle, ponekad ćemo maknuti ovo, onda će se to jednostavno zvat teorija DLO,;0:12:09 - 0:12:15
dakle kada neće biti bitno ovo, jel ima krajeva,;0:12:16 - 0:12:20
ali naravno za ovaj primjer je jako važno, jer ako dopustite da ima krajeve,;0:12:20 - 0:12:25
onda naravno više nije, jel, na primjer, šta ja znam,;0:12:25 - 0:12:27
ovo je jedan presjek Q, to je svakako model za DLO, ali nije model za DLO-NE.;0:12:28 - 0:12:38
I naravno nije izomorfno sa Q, između ostalog, jer nije elementarno ekvivalentno sa Q,;0:12:40 - 0:12:50
dakle tvrdnja da ima najmanji element je svakako nekakva rješenica prvog reda,;0:12:50 - 0:12:56
koja vrijedi gore, a ne vrijedi dalje.;0:12:56 - 0:12:59
Dobro, dakle, sigurno nećemo sad ovaj dokazivati ovaj teorijem,;0:13:00 - 0:13:04
to je iz teorije skupova se zna, ali primijetite da to točno znači ovo gore,;0:13:04 - 0:13:09
za lambda jednako alef 0.;0:13:09 - 0:13:11
Dakle, naravno, teorija DLO-NE ima i drugih modela,;0:13:12 - 0:13:16
na primjer, mislim, svakako ima ove iz Levenhans-Coulombovog teorijema,;0:13:16 - 0:13:20
ali ima i jedan jako poznati model koji smo isto već vidjeli,;0:13:20 - 0:13:25
dakle, koji sigurno nije izomorfan sa Q, iz trivialnog razloga što uopće nije iste kardinalnost.;0:13:27 - 0:13:34
Nema bijekcija koja čuva uređaj jer uopće nema bijekcije.;0:13:35 - 0:13:38
Ali, kažemo, ovo ograničenje na kardinalnost upravo služi tome da izbaci ovakve neprebrojive skupove iz igre.;0:13:41 - 0:13:49
Sjetimo se samo još da smo bili rekli, znači ovdje jeste elementarno-ekvivalentno,;0:13:49 - 0:13:53
dakle, nekako možemo reći jedino što R diskvalificira, ovo je prećijenje u kardinalni broj.;0:13:53 - 0:13:58
Dakle, to je upravo ideja ove stratifikacije kategoričnosti po kardinalnim brojivima.;0:13:58 - 0:14:05
Dobro, još jedna važna, važno svojstvo teorije, za sad kao skupa rečenica,;0:14:20 - 0:14:28
ali kažem, poslije kao nekog možda dokaznog sustava ili tako nešto,;0:14:28 - 0:14:32
sigma teorija T je potpuna ako nekako ima sad logičku posteljicu,;0:14:33 - 0:14:39
svaku moguću, odnosno, na neki način, odlučuje svaku moguću rečenicu;0:14:40 - 0:14:45
nad signaturom nad kojem jeste. Dakle, naravno da ja uvijek mogu zamisliti nekakvu rečenicu;0:14:45 - 0:14:51
koja nije odlučiva u nekoj teoriji, ako mi je dozvoljeno koristiti simbole;0:14:51 - 0:14:56
koje ta teorija uopšte nema. Ali, nekako, ako imam teoriju nad nekom signaturom sigma;0:14:56 - 0:15:01
i imam nekakvu sigma rečenicu koja nije odlučena od strane te teorije,;0:15:01 - 0:15:06
onda ću reći da je teorija nepotpuna. Dakle, što znači odlučena rečenica?;0:15:06 - 0:15:12
Znači da ili ona ili njezina negacija su logičke posteljice,;0:15:12 - 0:15:17
znači jedna od njih je logička posteljica od te.;0:15:17 - 0:15:21
I, naravno, veza sa onim prije, znači nekako teorija bi bila kategorična;0:15:22 - 0:15:28
ako su svi modeli izomorfni, a teorija je potpuna samo ako su svi njezini modeli;0:15:28 - 0:15:34
elementarno ekvivalenti. Znači, nekako u tom smislu, sva nekako potpunost je,;0:15:34 - 0:15:39
slabije svojstvo, gledamo čisto u smislu teorije modela, od kategoričnosti.;0:15:39 - 0:15:45
Dobro, jel treba uopće ovo dokazivati? Stvarno mislim da je jasno.;0:15:47 - 0:15:51
Dakle, jedan smjer, ako je teorija potpuna i imam dva modela,;0:15:51 - 0:15:57
onda na oba ta modela vrijedi ta teorija.;0:15:58 - 0:16:03
I sad uzmeš bilo kakvu rečenicu zbog potpunosti, ona je ili logička posteljica od te,;0:16:04 - 0:16:11
pa vrijedi u svakom od modela od te, pa se poduzeraju na toj rečenici,;0:16:12 - 0:16:17
ili je njena negacija logička posteljica od te, pa njena negacija mora vrijediti u oba modela,;0:16:17 - 0:16:23
to znači da ona sama ne vrijedi ni u jednom, ni u drugom, pa su opet ekvivalenti.;0:16:23 - 0:16:27
To je bio jedan smjer, s lijeva na desno.;0:16:28 - 0:16:31
S desta na lijevo, znači svi modeli su elementarno ekvivalenti,;0:16:31 - 0:16:35
kako to povlači da je teorija te potpuna?;0:16:35 - 0:16:37
Pa uzmeš bilo koju formulu i pogledaš je li vrijedi u modelu.;0:16:37 - 0:16:42
Kojem modelu? Svejedno je, jer su elementarno ekvivalenti.;0:16:42 - 0:16:45
Dakle, fiksiraš neki model, svejedno je koji,;0:16:45 - 0:16:48
i onda jednostavno gledaš za svaku pojedinu rečenicu,;0:16:48 - 0:16:51
je li vrijedi u tom modelu ili ne vrijedi.;0:16:51 - 0:16:53
Naopče, u ovom modelu je ne vrijedi.;0:16:53 - 0:16:55
Formula za općenite formula nije dovoljna, moraš propisati valuaciju.;0:16:55 - 0:16:59
A za rečenicu je sasvim dobro definirano pitanje;0:16:59 - 0:17:02
je li rečenica istina u ovom modelu ili nije.;0:17:02 - 0:17:05
E sad, zašto je to dobro uopće definirano?;0:17:05 - 0:17:07
Zbog toga što su svi modeli elementarno ekvivalenti.;0:17:07 - 0:17:10
Dakle, koji god model ja odabrao, oni će se pudodarati u odgovoru;0:17:10 - 0:17:15
na pitanje je li neka formula vrijedi ili ne vrijedi na njima,;0:17:15 - 0:17:19
i na taj način zapravo ja mogu shvatiti šta su logičke postirice.;0:17:19 - 0:17:24
Na primjer, šta ja znam, ako dobijem da u tom nekom fiksiranom modelu vrijedi;0:17:24 - 0:17:28
nekakva formula F, onda čisto iz činjenica da su svi modeli;0:17:28 - 0:17:34
elementarno ekvivalenti, zapravo dobijem da ta ista je vrijedi u svakom modelu od T.;0:17:34 - 0:17:39
A to točno po definiciji znači da je F logička postirica od T.;0:17:39 - 0:17:42
Isto tako, ako za neki fiksirani model dobijem da F ne vrijedi u T,;0:17:42 - 0:17:46
onda opet budućnja je rečenica, znači da je njezina negacija vrijedi u T,;0:17:46 - 0:17:50
a onda svi su modeli elementarno ekvivalenti, negacija je također rečenica,;0:17:50 - 0:17:56
