Speech;Timestamp
Sljedeća tema nam je Robinsonov teorem konzistentnosti i bili smo rekli da zapravo konzistentnost nam za sad znači isto što je ispunjivost,;0:00:00 - 0:00:11.560000
to je samo zato što još nikakvu ideju dokaznog sustava nemamo, a nekako je prirodno tu sad napraviti taj teorem.;0:00:11.560000 - 0:00:18.280000
Teorem se naravno može napraviti, dokazati pomoću tehnike teorije dokaza,;0:00:18.280000 - 0:00:24.520000
ali ovdje ćemo ga naravno gledati, dokazat ćemo ga pomoću tehnike teorije modela.;0:00:24.520000 - 0:00:32.080000
Pa onda naravno mogli bismo ga zvat Robinsonov teorem ispunjivosti, ali s obzirom na to da se u literaturi obično zove;0:00:32.080000 - 0:00:40.440000
consistency theorem, onda neko ostane taj naziv, ali kažem, poslije ćemo zapravo vidjeti što je konzistentnost zapravo jest.;0:00:40.440000 - 0:00:50.120000
Znate naravno ako ste radili nekakvu logiku na diplomskom studiju.;0:00:50.200000 - 0:00:54.640000
Uglavnom, dakle, par priprema. Radit ćemo sa dvije signature za početak, dakle, sigma i sigma crtica;0:00:56 - 0:01:05.640000
i one će biti u ovom odnosu, sigma crtica je veća nadskup;0:01:05.640000 - 0:01:11.680000
i često ćemo imati potrebu nekakvu sigma crtica strukturu M srezati na taj sigma,;0:01:12.120000 - 0:01:24.160000
onda ćemo to označavati M minus, dakle, minus je kao crtica na minus prvu,;0:01:24.160000 - 0:01:29.480000
odnosno, ako idem u jednom smjeru, onda to označim sa crticom, a u drugom smjeru to označim sa minusom.;0:01:29.480000 - 0:01:35.360000
Imaćemo i nekakve teorije, dakle, T i T crtica i tako još ćemo imati postupak, možda nekakve N i N crtica i tako ovaj.;0:01:35.880000 - 0:01:49.240000
Uglavnom, dakle, dvije leme ćemo dokazati, jedna je zapravo,;0:01:51.440000 - 0:01:58.440000
no mislim, i jedna i druga zapravo idu preko metode diagrama dokaz,;0:01:59.440000 - 0:02:04.440000
dakle, to ćemo isto malo ponoviti i malo ćemo možda govoriti o jednoj nepreciznosti koja zapravo smo joj već imali i prije,;0:02:04.520000 - 0:02:12.520000
to je ono kad je jedan model uloživ u drugi versus kad je jedan model podmodel od drugog.;0:02:12.520000 - 0:02:18.520000
Znači, naravno, uloživ je ako je izomorfan podmodel, ali to ne znači doslovno da je podmodel, pa onda,;0:02:18.520000 - 0:02:26
kako ću bih kaže, imam nekakav M podmodel od N, to doslovno znači,;0:02:26.560000 - 0:02:35.480000
ali, dakle, između ostalog da je elementarni podmodel, pardon, isto tako elementarno ulaganje.;0:02:35.480000 - 0:02:42.480000
Dakle, nosač je svakako podskup nosača, dakle, ne mogu ja sad tu mijenjati elemente,;0:02:43.480000 - 0:02:49.480000
ali kad imam nekakvo elementarno ulaganje;0:02:49.960000 - 0:02:55.960000
ili elementarno proslikavanje, ne znam kako se odbali,;0:02:59.960000 - 0:03:01.960000
onda, dakle, naravno da ja imam taj nekakav sliku od F koja onda jest elementarni podmodel od N.;0:03:01.960000 - 0:03:14.960000
I to je nekak jasno da ako ja smijem mijenjati ovo, dakle, M je tada izomorfan sa slikom od F,;0:03:15.440000 - 0:03:25.440000
dakle, ako mi nije bitno kakva je priroda elementa ovdje u M,;0:03:26.440000 - 0:03:30.440000
onda lako mogu umjesto M-a uzeti sliku od F koja je zapravo njemu izomorfna,;0:03:31.440000 - 0:03:36.440000
a doista je elementarni podmodel.;0:03:36.440000 - 0:03:38.440000
Međutim, često čovjeku treba obrnuto, čovjeku treba da priroda ovih elementa;0:03:38.440000 - 0:03:44.440000
od N nije bitna, a M bi nekako htio sačuvati.;0:03:44.920000 - 0:03:48.920000
Onda je nekak jasno, opet intuitivno da se to isto može napraviti,;0:03:49.920000 - 0:03:52.920000
ali se ne može ovak lijepo napraviti.;0:03:52.920000 - 0:03:53.920000
Dakle, ovdje vaš konkretno imaš sliku od F, to je ono s čim zamijenjiš M i to je to.;0:03:53.920000 - 0:03:59.920000
A sad, s čim zamijeniti N tako da ovaj pravi M doista bude podmodel od njega,;0:03:59.920000 - 0:04:05.920000
a nekako ono, kao slika na minus prvu jezgra ili tako rešto.;0:04:05.920000 - 0:04:09.920000
Ali, šta se zapravo zbio, možemo možda ovako reći.;0:04:10.400000 - 0:04:13.400000
