Speech;Timestamp
Dobro, znači, ajmo polako krenut.;0:00:00 - 0:00:03.540000
Prošli put smo završili modalnu logiku.;0:00:03.540000 - 0:00:07.060000
Spominjat ćemo još povremeno, ali sad se nekak prebacujemo u logiku prvog reda.;0:00:07.060000 - 0:00:14.240000
Zapravo ćemo govoriti o raznim Hilbertovskim sistemima, jel?;0:00:14.240000 - 0:00:20.700000
Ali nekako ćemo tu i tamo možda više ponavljati ono što ste već radili;0:00:20.700000 - 0:00:27.700000
na prediplomskom iz računa predikata.;0:00:27.700000 - 0:00:31.200000
Dobro, znači što su Hilbertovske sistemi?;0:00:31.200000 - 0:00:35.200000
Pa, hrpa aksijoma i pravila izvoda.;0:00:35.200000 - 0:00:37.700000
S time da često malo veća hrpa aksijoma nego pravila izvoda.;0:00:37.700000 - 0:00:41.200000
Kasnije ćemo raditi jedan drugi tip dokaznog sistema;0:00:41.200000 - 0:00:45.200000
koji su, ajmo reći, sistemi prirodne dedukcije.;0:00:45.200000 - 0:00:48.700000
Ovoga sad, jel su prirodni više ili manje, to ćemo vidjeti.;0:00:48.700000 - 0:00:52.700000
Ovoga, oni zapravo imaju jako puno pravila, često.;0:00:52.700000 - 0:00:57.200000
Dobro, kao što će i pisati, vjerojatno, negdje na slajdu;0:00:57.200000 - 0:01:00.700000
ako želimo dokazivati nekakve metateoreme;0:01:00.700000 - 0:01:03.700000
ovoga, o dokaznim postupcima, jel?;0:01:03.700000 - 0:01:06.700000
Onda će to najzgodnije biti kod Hilbertovskih sistema;0:01:06.700000 - 0:01:09.700000
jer ćemo imati zapravo vrlo malo slučajeva;0:01:09.700000 - 0:01:12.700000
u tim induktivnim dokazima, metateorema, jel?;0:01:12.700000 - 0:01:16.200000
Dobro, znači zadani su aksijomima i pravilima izvoda;0:01:16.200000 - 0:01:20.200000
definiraju se sljedeći pojmovi.;0:01:20.200000 - 0:01:22.200000
Dakle, izvod, sjećate se, vjerujem, je konačan niz formula;0:01:22.200000 - 0:01:26.700000
koji sadrži aksijome, pretpostavke, znači neke formule;0:01:26.700000 - 0:01:30.700000
koje zovemo pretpostavke i formule dobivene primjenom;0:01:30.700000 - 0:01:34.200000
pravila izvoda na formule koje su ranije u nizu.;0:01:34.200000 - 0:01:37.200000
Znači, znači, ak imam ovakav nekakav niz,;0:01:37.200000 - 0:01:47.200000
možda jedan, dva, dost više od N formula, jel?;0:01:47.200000 - 0:01:52.700000
I ova zadnja je baš F i stvarno je situacija ovako kakva piše,;0:01:52.700000 - 0:01:57.700000
to je onda nekakav izvod za F.;0:01:57.700000 - 0:01:59.700000
Dobro, recimo, koji može biti slučaj?;0:01:59.700000 - 0:02:03.700000
Pa, F1 bi morala valjda biti ili pretpostavka ili aksijom, jel tako?;0:02:03.700000 - 0:02:08.200000
Nemam od čega dobivat već, nema ničega ranije da bi dobio;0:02:08.700000 - 0:02:13.700000
ovoga pomoću nekakvih pravila izvoda na ovu formulu.;0:02:13.700000 - 0:02:17.200000
Znači, ovo ili aksijom, ili pretpostavka.;0:02:17.200000 - 0:02:19.200000
I sad, možda je iz njega smo zaključili F2 pomoću pravila izvoda,;0:02:19.200000 - 0:02:24.200000
a možda je to opet novi aksijom ili pretpostavka,;0:02:24.200000 - 0:02:27.200000
pa ćemo možda na F1 i F2 primijetit nekakav modus ponens ili nešto itd.;0:02:27.200000 - 0:02:31.700000
Dobro?;0:02:31.700000 - 0:02:32.700000
Ok. Kažemo da je ova F izvediva, jel?;0:02:36.200000 - 0:02:42.200000
Sad, iz čega? Pa iz skupa pretpostavki.;0:02:42.200000 - 0:02:45.700000
Dobro, recimo, ako je F1 bio pretpostavka, ako je, ne znam, F5 bio pretpostavka,;0:02:45.700000 - 0:02:50.200000
onda iz tog skupa je izvediva F.;0:02:50.200000 - 0:02:53.700000
Dobro? I onda kad bi to bilo sve natrpano u skup S,;0:02:54.200000 - 0:02:57.700000
onda bi napisali S trim style F da kažemo da je iz skupa S izvediva formula F.;0:02:57.700000 - 0:03:03.700000
Dobro. Znači, ako je F posljedna formula u izvodu sa skupom pretpostavki S, jel?;0:03:04.700000 - 0:03:09.200000
Dobro, i sad, ako je taj S slučajno prazan,;0:03:09.700000 - 0:03:12.700000
onda imamo zapravo ono što zovemo dokaz.;0:03:12.700000 - 0:03:15.200000
Dobro, znači, izvod će iz skupa pretpostavke je prazan,;0:03:15.200000 - 0:03:17.700000
a onda bi se zadnja formula u dokaz uzvala teorema.;0:03:17.700000 - 0:03:22.200000
Dobro. I možemo pisati prazno trim style F da kažemo da je izvediva iz prazna skupa,;0:03:22.700000 - 0:03:31.700000
odnosno dokaziva F, ali često nećemo.;0:03:31.700000 - 0:03:35.200000
Dobro, znači, jedino zašto ću to ponekad možda pisati je;0:03:35.200000 - 0:03:39.700000
ako ću uopće doći dovoljno duboko da pričam o konzistentnosti;0:03:39.700000 - 0:03:44.200000
i onda teoremu dedukcije i tak, pa će se tu nekakva unija pojaviti,;0:03:44.200000 - 0:03:48.200000
ali vjerojatno čak i neću.;0:03:48.200000 - 0:03:49.700000
Dakle, ovaj put ću malo, ajmo reći, manje ponavljati nego sam prošle godine,;0:03:50.200000 - 0:03:56.700000
ali ako hoćete vidjeti to ponavljanje, imate na mojim videima na YouTube.;0:03:56.700000 - 0:04:00.700000
Dobro. Znači, ako vam nešto nije jasno, naravno možete pitat.;0:04:00.700000 - 0:04:05.700000
Ali ako vam se čini da vam baš fali ono kao ponavljanja dosta,;0:04:05.700000 - 0:04:10.700000
onda možete to pogledati. Tamo sam dosta detaljnije išao.;0:04:10.700000 - 0:04:14.200000
Nije sada da sam podokazivo sve, ali nekak glavne ideje sam ispričao.;0:04:14.200000 - 0:04:18.200000
Dobro. Znači, pretpostavljam da ste već čuli za ove pojmove,;0:04:18.700000 - 0:04:23.200000
ili tako, Hilbertovski sistem i za dokaz, izvod i tako.;0:04:23.200000 - 0:04:26.700000
Dobro. E sad, koji su nekako najvažniji, ajmo reći, primjeri;0:04:26.700000 - 0:04:31.200000
Hilbertovski sistema ili ova prva, dva najvažnija,;0:04:31.200000 - 0:04:34.200000
zanimljiv možda u računarstvu i tako.;0:04:36.700000 - 0:04:39.200000
Dakle, imamo račun sudova. Jer se sjećate možda koliko ima;0:04:40.700000 - 0:04:45.200000
aksioma taj Hilbertovski sistem?;0:04:45.700000 - 0:04:50.200000
Tri. Jer se sjećate koja?;0:04:50.700000 - 0:04:52.700000
Ako vlači B, to vlači C.;0:04:53.700000 - 0:04:56.700000
Dobro.;0:05:00.700000 - 0:05:01.700000
Dobro. To je obično treći.;0:05:04.200000 - 0:05:06.700000
Nije B, A. Ako vlači B.;0:05:08.200000 - 0:05:13.700000
Ako vlači B, to vlači C. Ako vlači A, to vlači A.;0:05:14.700000 - 0:05:20.200000
Dakle. Znači, nekako, valjda distributivnost kondicionala prema sebi samom, jel?;0:05:20.700000 - 0:05:26.200000
Ovako nešto, ja?;0:05:39.200000 - 0:05:40.700000
Da, da, naravno.;0:05:42.200000 - 0:05:43.700000
Nisam ni očekivao da ću bez greška da pisem.;0:05:46.200000 - 0:05:48.700000
Ok. Koja su pravila izvoda u računu sudova?;0:05:48.700000 - 0:05:52.700000
Dakle, to je to. Jel? Znači...;0:05:54.200000 - 0:05:56.700000
A, B. A povlači B.;0:05:59.700000 - 0:06:03.700000
Dobro.;0:06:05.700000 - 0:06:06.700000
Obično velimo mod pon.;0:06:08.200000 - 0:06:09.700000
Ili m točka, p točka, ili tako nešto.;0:06:12.200000 - 0:06:14.200000
Dobro. E sad, ak se prebacimo malo u smjeru logike prvog reda,;0:06:14.200000 - 0:06:19.700000
znači na račun predikata, koji su tu dodatni aksiomi?;0:06:19.700000 - 0:06:23.200000
Znači, pardon, ne, aksiomi. Znači, ovo tu ponekad kažem aksiomi;0:06:23.200000 - 0:06:28.200000
ovak neispravno zapravo. Ovo su šeme aksioma.;0:06:28.200000 - 0:06:32.200000
Dobro. Znači, ja umjesto A, B i C mogu substituirati;0:06:32.200000 - 0:06:35.700000
bilo koju drugu formulu logike sudova. Ok. Odnosno računa sudova.;0:06:35.700000 - 0:06:39.700000
Dobro. E sad, koje su još dodatne šeme u računu predikata?;0:06:40.200000 - 0:06:45.700000
Koliko ih ima? Dvije.;0:06:45.700000 - 0:06:47.700000
Znači, ovo tu je nekako RS.;0:06:50.200000 - 0:06:53.700000
A RP?;0:06:56.200000 - 0:06:57.200000
Ne sjećate se?;0:07:02.200000 - 0:07:03.200000
Ajde da vidim, jel vas mogu navesti.;0:07:05.700000 - 0:07:07.700000
Znači, svakako će u sebi spominjati najviše kvantifikatore,;0:07:08.700000 - 0:07:13.200000
jer to je ono po čemu se razlikuju ta dva računa.;0:07:13.200000 - 0:07:16.200000
E sad, što biste mogli reći, ako imate situaciju;0:07:16.200000 - 0:07:23.200000
za svaki Xa, znači za svaki X pa nekakva formula?;0:07:25.200000 - 0:07:30.200000
Šta bi ja sad onda mogu iz toga zaključiti?;0:07:30.200000 - 0:07:33.200000
Šta obično napravimo ako imamo neku istinitu univerzalnu tvrdnju, na primjer?;0:07:38.200000 - 0:07:42.200000
Dobro. Ali sad, kužite, znači A, on u zanimljivom slučaju;0:07:46.200000 - 0:07:52.200000
ima slobodnu variablu X koja je vezana pomoću ovog kvantifikatora, jel?;0:07:52.200000 - 0:07:57.200000
Dobro. To je čak istina, zato što su modeli, odnosno strukture;0:08:00.200000 - 0:08:04.700000
koje se promatraju za logiku prvog reda, su uvijek sa nepraznom domenom.;0:08:04.700000 - 0:08:09.700000
Znači, možete svi empty domain izgooglata ovoga, zanimljivo je začiti.;0:08:10.700000 - 0:08:14.700000
To je točno, ali nekak to nas sad nije niti riješilo;0:08:15.200000 - 0:08:23.200000
tog kvantifikatora, niti nam je dalo nešto opipljivo zaraditi s time.;0:08:23.200000 - 0:08:27.700000
