Speech;Timestamp
O pričaj do sad bila o modanoj logici u ovom drugom dijelu kolegija koji ste zajedno sa mnom prošli.;0:00:00 - 0:00:07.220000
Dakle, pričali smo zadnji put o tri negakve konstrukcije;0:00:07.500000 - 0:00:12.920000
koje čuvaju istinitost, odnosno valjanost, modelnih formula, jel?;0:00:13.740000 - 0:00:17.300000
Znači, kako od okvira, odnosno modela, gradimo nove okvire, odnosno modele,;0:00:17.540000 - 0:00:22.340000
na način koji ima smisla, jel, odnosno koji čuva dobra svojstva.;0:00:22.620000 - 0:00:27.860000
Znači, generirani podokvir pod model, disjunktna unija,;0:00:28.840000 - 0:00:32.160000
familije modela, odnosno okvira i ograničeni morfizmi,;0:00:32.200000 - 0:00:36.840000
odnosno slike pri ograničenim morfizmima,;0:00:36.880000 - 0:00:39.240000
možemo još reći surjektivni ograničeni morfizmi,;0:00:39.480000 - 0:00:41.840000
među modelima, odnosno okvirima.;0:00:42.120000 - 0:00:44.160000
Dobro.;0:00:48.280000 - 0:00:48.880000
Ono što smo još pričali je, vidjeli smo zašto nerefleksivnost,;0:00:49.680000 - 0:00:54.280000
konačnost i refleksivnost nisu modelno definibilna svojstva.;0:00:54.300000 - 0:00:58.140000
Odnosno, čak čitav jedan skup takvih formula;0:00:58.820000 - 0:01:01.420000
nam ne može točno hvatati one okvire koje su takve.;0:01:02.020000 - 0:01:05.460000
Dobro.;0:01:07.380000 - 0:01:07.900000
E sad, sad ćemo se COFOL malo posvetiti nečemu drugome,;0:01:08.500000 - 0:01:13.180000
ali vidjet ćete da te stvari i tekako imaju veze.;0:01:13.540000 - 0:01:16.980000
Dobro.;0:01:17.340000 - 0:01:17.860000
Znači, osim što se;0:01:18.320000 - 0:01:21.240000
formule modalne logike mogu interpretirati na strukturama koje smo radili zadnji put,;0:01:23.600000 - 0:01:28.400000
odnosno na točkovnim modelima, modelima i kripkavim okvirima,;0:01:28.440000 - 0:01:34.160000
možemo ih na neki način gledati i kao;0:01:36.080000 - 0:01:39.880000
formule logike prvog reda.;0:01:41.560000 - 0:01:43.240000
Dobro.;0:01:43.520000 - 0:01:44
Znači, sad ćemo nekako raditi ono na što ste navikli;0:01:44.220000 - 0:01:48.060000
pri svom prediplonskom studiju, recimo.;0:01:49.060000 - 0:01:51.060000
Dakle, sjedite se, šta mi tu zapravo imamo?;0:01:51.940000 - 0:01:55.740000
Koje su nekak dvije glavne stvari?;0:01:55.780000 - 0:01:57.660000
Znači, imamo nekakvu;0:02:01.020000 - 0:02:02.140000
relaciju, je li tako,;0:02:03.940000 - 0:02:05.620000
koja kaže kad su dva svijeta povezane u nekom smislu, ja,;0:02:06.340000 - 0:02:11.020000
i, ono, da se do jednoga može doći iz drugoga, je li tako, u jednom koraku, negako,;0:02:11.520000 - 0:02:16.640000
i druga stvar koju imamo je da negdje, recimo u modelu na nekom svijetu,;0:02:17.560000 - 0:02:23.160000
da vrijedi neka propozicijska variabla, odnosno da je istinita.;0:02:23.200000 - 0:02:27.760000
E sad, jednu i drugu stvar ćemo negak prenjeti u logiku prvog reda.;0:02:28.480000 - 0:02:33.320000
Dobro. Znači, vjerojatno je dosta jasno da, ono,;0:02:33.520000 - 0:02:38.760000
nešto što bi odgovaralo ovoj relaciji R,;0:02:38.860000 - 0:02:41.740000
je li tako, će biti relacija i tamo, s time da,;0:02:41.940000 - 0:02:44.420000
ovaj R je onda relacijski simbol, je li tako, što se tiče nelogičkih simbola u;0:02:45.700000 - 0:02:51.900000
strukturama prvog reda,;0:02:52.500000 - 0:02:53.740000
odnosno, signaturama teorija prvog reda.;0:02:55.380000 - 0:02:58.620000
Dakle, i jasno je valjda da je binarni relacijski simbol, je li tako.;0:02:59.100000 - 0:03:03.060000
Znači, gledat ćemo signaturu koja sadrži taj jedan R2, ja,;0:03:03.380000 - 0:03:07.620000
i, e, sad je pitanje šta ćemo sovin. Dobro.;0:03:08 - 0:03:11.400000
Mogli bismo negak reći da, znači, kad imamo ovakvu situaciju,;0:03:11.600000 - 0:03:16.680000
kak to možemo, recimo, emulirati u logici prvog reda.;0:03:16.880000 - 0:03:20.840000
Znači, mogli bismo reći da na strukturi M, ja, vrijedi što?;0:03:21.040000 - 0:03:27.400000
