Speech;Timestamp
Evo, ništa, onda ćemo polako početi s ovim drugim dijelom;0:00:00 - 0:00:06
kolegija Matematička logika i računarstvo na doktorskom studiju.;0:00:06 - 0:00:11
Vaš pristup nijisti. Ova druga polovica, ko što nekak i po rijedu naslov kaže,;0:00:11 - 0:00:17
je računarska, više ili manje, jer mi smo se trudili negako da bude što više;0:00:17 - 0:00:23
i trebalo bi to sve još malo doraditi, ali evo sad nisam se ja nažalost stigo;0:00:23 - 0:00:28
i ne možemo baviti previše od prošle godine svojim slajdovima, pa je više manje isto.;0:00:28 - 0:00:32
Naravno, na drugi način možda rečeno, ali idemo se prvo onda baviti;0:00:32 - 0:00:38
negako modalnom logikom. E sad, ne znam jeste čuli za modalnu logiku prije možda;0:00:38 - 0:00:43
u sklopu studija ili... jeste, dobro, ne znam, tekliste.;0:00:43 - 0:00:48
Dobro, ovoga. Znači, ideja je nekako reći što je nužno, što je moguće;0:00:48 - 0:00:58
nekako razmišljati o nekakvim stanjima stvari, svjetovima i tako.;0:00:58 - 0:01:02
Dakle, krenulo je od toga da se negako gleda implikacija koja je smislenija;0:01:02 - 0:01:10
od one takozvane materialne implikacije za koju ste možda čuli na prediplomskom studiju;0:01:10 - 0:01:15
ovoga, a to je nešto što se zove strict conditional, odnosno ne ono;0:01:15 - 0:01:19
A povlači B, nego box u zagradi A povlači B.;0:01:19 - 0:01:23
Dobro. Čisto da se nekakva kauzalnost ovoga, ajmo reći, možda bolje vidi;0:01:23 - 0:01:33
ovoga, odnosno više utječe na istinitost implikacije nego što je to bilo tamo vrlo nepovezano.;0:01:33 - 0:01:39
Ali dobro, neću sad o toj motivaciji. Danas je to važno za računarstvo,;0:01:39 - 0:01:44
za nekakve robote, što oni trebaju, što mogu učiniti, u što vjeruju itd.;0:01:44 - 0:01:50
Velim, nećemo sad o tome, nego ćemo više čisto ovak proći logički po stvarima,;0:01:50 - 0:01:57
odnosno gledati simtaksu, semantiku i kako su spojene itd.;0:01:57 - 0:02:01
Dobro. Znači, alfabet modalne logike proširuje onaj alfabet logike sudova;0:02:01 - 0:02:07
koju ste upoznali na prediplomskom studiju. Dakle, gleda će se;0:02:07 - 0:02:12
propozicijska modalna logika u ovom studiju. Naravno, sad postoje svakakve verzije,;0:02:12 - 0:02:17
možete gledati modalnu logiku prvog reda, viših redova itd.,;0:02:17 - 0:02:21
ali za nas će biti ovoga, to je jedna propozicijska logika.;0:02:21 - 0:02:25
Pa ćemo, ko i dosad, u ovoga u propozicijskoj logici gledati prebrojiv skup;0:02:25 - 0:02:30
propozicijskih variabli p, q, možda ću ih označavati nekad p1, p2 itd.;0:02:30 - 0:02:35
Dobro. Imaćemo ove nekakve uobičajene logičke veznike,;0:02:35 - 0:02:40
isto kao i logičke konstante true i false,;0:02:40 - 0:02:44
i imaćemo kao nešto novo, napokon, modalne operature box i dime.;0:02:44 - 0:02:49
E sad, ko što, ja ne znam, u propozicijskoj logici,;0:02:49 - 0:02:54
odnosno logici sudova, je dovoljno gledati samo, ne znam,;0:02:54 - 0:02:57
na primjer negaciju i disjunkciju, tako mi je ovdje dovoljno gledati;0:02:57 - 0:03:02
opet nekakvu bazu propozicijskih veznika, recimo kondicional i false,;0:03:02 - 0:03:08
i jedan od ova dva modalna operatora.;0:03:08 - 0:03:11
E sad, koje ćemo gledati? Pa, valjda, na svakom slajdu nešto drugo.;0:03:13 - 0:03:18
Recimo, ja nisam baš neki ljubitelj, ovo ljudi valjda vole,;0:03:18 - 0:03:21
zato što se lako u nekakvim induktivnim dokazima riješiti falsa.;0:03:21 - 0:03:27
Ja ne volim razmišljati baš o toj materialnoj implikaciji previše,;0:03:28 - 0:03:32
pa onda ja više volim valjda uzeti ili disjunkciju ili konjunkciju i negaciju.;0:03:32 - 0:03:40
Dobro, negak mi to bolje paše, najčešće.;0:03:41 - 0:03:43
Ali evo, neki dokazi će valjda biti napisan i s ovim.;0:03:43 - 0:03:46
Dobro, e sad, što je modalna formula?;0:03:47 - 0:03:50
Pa, modalna formula je bilo koja formula koju do sad znate,;0:03:50 - 0:03:55
L, propozicijska formula. Znači, imamo ovoga variable,;0:03:55 - 0:04:00
imamo true, false, imamo negaciju, imamo ove binarne veznike,;0:04:00 - 0:04:04
ali sad još dopuštamo i boks i dajmo.;0:04:04 - 0:04:09
Reći ću vam sad otprilike kako si to možete zamišljati,;0:04:10 - 0:04:14
ali ono što bi tu htio reći je, znači pazite,;0:04:14 - 0:04:19
može se to sad ugnježđivati svakako, znači recimo,;0:04:19 - 0:04:22
a možda ove grapove da izbrišem, da nas ne smijete.;0:04:22 - 0:04:26
Je li ima neka spužba? A, tu je.;0:04:28 - 0:04:31
Ok. Znači, evo recimo, ne znam, boks P polači dajmont Q;0:04:32 - 0:04:54
i sad negakav recimo boks, evo, ovo je jedna modalna formula u redu.;0:04:54 - 0:05:00
Znači, nije da samo sad slažemo nekakve bulovske formule pa izvan njih,;0:05:00 - 0:05:05
nego možemo ono svakak to ugnježđivati i tako.;0:05:05 - 0:05:08
Ok, znači P je bilo koji sfi, rekli smo ovo su ovi veznici.;0:05:10 - 0:05:17
E sad, aha, inače ako ste navikli na formalne gramatike pisati,;0:05:19 - 0:05:23
ovo tu vam se možda ne sviđa, trebalo bi pisati F kružić F, dobro.;0:05:23 - 0:05:27
Znači, bilo koja formula se može staviti u,;0:05:28 - 0:05:32
može se umjesto nje pisati ovoga zagrade, jel,;0:05:33 - 0:05:37
unutra dvije formule spojene nekim binarnim veznikom.;0:05:37 - 0:05:40
Ok, znači, ovo tu je jedna formula.;0:05:41 - 0:05:44
Ok, znači, koje su to intendirane interpretacije formule ovakvog oblika, znači boks A?;0:05:45 - 0:05:53
E sad, jedna moguća interpretacija ono ovak, ajmo reći,;0:05:54 - 0:05:59
kak bi ju jezički izrazili, je nužno vrijedi A.;0:05:59 - 0:06:03
Ok, nužno vrijedi A, nužno je A.;0:06:03 - 0:06:06
U epistemičkoj logici, pak taj ovoga kvadratić ili boks;0:06:07 - 0:06:12
poprima značenje znanja, dobro.;0:06:12 - 0:06:15
Znači, netko, agent, zna da vrijedi A.;0:06:15 - 0:06:19
U takozvane doksastičkoj logici, agent vjeruje da vrijedi A.;0:06:20 - 0:06:25
U logici dokazivosti, to znači dokazivo je A.;0:06:26 - 0:06:30
E sad, šta biste rekli, koji je, koji je nekako, ajmo reći,;0:06:31 - 0:06:37
aksiom ili nekakva formula za koju hoćemo da vrijedi;0:06:37 - 0:06:43
kod znanja, a ne nužno da vrijedi kod vjerovanja?;0:06:43 - 0:06:47
Znači, što je to što bismo mogli napisati,;0:06:47 - 0:06:50
a da nekako razlikuje znanje i vjerovanje?;0:06:50 - 0:06:53
Znači, ako ja znam Fi, onda što mora biti?;0:06:58 - 0:07:04
Dobro, onda bih kao vjerovao, ali tu sad kao mješamo te dvije logike,;0:07:07 - 0:07:12
znači logiku znanja i logiku vjerovanja, slažem se.;0:07:12 - 0:07:15
Ali recimo, ako vi znate da je 1 plus 1 jednako 2, onda šta svakako vrijedi?;0:07:15 - 0:07:22
1 plus 1 jednako 2, jel tako?;0:07:23 - 0:07:25
Znači, ako vi nešto znate, onda to nešto mora biti, mora vrijediti.;0:07:25 - 0:07:29
Dobro, a vjerovati možete šta god hoćete, ok?;0:07:30 - 0:07:33
Dobro. E, i sad, jedan jednostavan zadačić vam je da izrazite;0:07:35 - 0:07:40
sve ostalo pomoću sve ostale formule, jel?;0:07:40 - 0:07:47
Pomoću ovog, pomoću ova tri, ajmo reći, dobro,;0:07:47 - 0:07:52
pomoću ovog veznika, ove logičke konstante i ovog modelnog operatora.;0:07:52 - 0:07:56
Recimo, kak bi izrazili Ne Fi? Šta je to?;0:07:57 - 0:08:00
Pomoću ovoga.;0:08:01 - 0:08:03
Znači, imamo ovoga, ajde, Psi 1 povlači Psi 2,;0:08:03 - 0:08:10
to je, ajmo reći, logički ekvivalentno sa negacija od Psi 1 ili Psi 2.;0:08:11 - 0:08:18
Šta bi smo to mogli staviti tu? Da zapravo taj komad samo obrišemo.;0:08:25 - 0:08:29
Šta bi smo to mogli staviti tu? Da zapravo taj komad samo obrišemo.;0:08:29 - 0:08:33
