Speech;Timestamp
Dakle, prošli put smo vidjeli pojam parcijalnog izomorfizma;0:00:00 - 0:00:09
i vidjeli da je to neki tako način da ja iskonstruiram negakvo predruživanje,;0:00:09 - 0:00:17
ali ne nužno svih elementa svim elementima,;0:00:17 - 0:00:21
nego nekih elementa nekim elementima,;0:00:21 - 0:00:25
nekih elementa jedne strukture, nekim elementima druge strukture,;0:00:25 - 0:00:28
naravno tako da to bude injektivno, dakle da mogu ići u oba smjera,;0:00:28 - 0:00:32
ali kažem između nekih podskupova i čak ti podskupovi ne moraju biti zapravo podmodeli,;0:00:32 - 0:00:38
znači jednostavno samo zahtjevamo da ono što upadne u taj podskup;0:00:38 - 0:00:43
na njemu se sa ovaj P dobro ponaša,;0:00:43 - 0:00:46
s obzirom na funkcijske, relacijske i konstantinske simbole.;0:00:46 - 0:00:53
Do nekle uveze, ali malo kompliciraniji pojam je konačne izomorfnosti.;0:00:54 - 0:01:00
Znači tu se isto događa to da zapravo želim negakav podskup jednog modela;0:01:00 - 0:01:10
povezati sa negakvim podskupom drugog modela,;0:01:10 - 0:01:14
međutim kroz ovaj proještje, znači negakav niz nepraznih skupova;0:01:14 - 0:01:20
parcijalnih izomorfizama. Znači ne, više ne gledamo;0:01:20 - 0:01:24
jedan pojedinačni parcijalni izomorfizam nego skupove parcijalnih izomorfizama;0:01:24 - 0:01:29
i čak niti skupove nego zapravo niz takvih skupova koji su na neki način povezani.;0:01:29 - 0:01:35
Dakle, naravno, ta povezanost zapravo kaže da su;0:01:35 - 0:01:40
evo ovako možda reći i 0 i 1 i 2 i 3 i tako dalje, znači beskonačan niz.;0:01:41 - 0:01:49
Naravno, nitko ne brani da u nekom primotku stvar se stabilizira,;0:01:49 - 0:01:54
da jednostavno ostane, da je taj niz od nekog mjesta nadalje konstantan,;0:01:54 - 0:01:59
ali ono što zahtijevamo je da nekako kad imam nekoga u i3,;0:01:59 - 0:02:10
znači p element u i3, onda on se može proširiti do nekog q iz i2;0:02:10 - 0:02:21
i to tako da proizvodni element mogu dodati.;0:02:21 - 0:02:28
Znači proizvodni element ovog domene, odnosno ovog skupa koji sadrži domenu,;0:02:29 - 0:02:36
mogu dodati u domenu.;0:02:36 - 0:02:39
I isto tako mogu dodati proizvodni element kod domene.;0:02:43 - 0:02:49
Kad god imam nekakav a iz m, taj a će biti u,;0:02:50 - 0:02:58
mislim, postoji q takav da a bude u domenu.;0:02:58 - 0:03:04
Isto tako ako imam b iz n, onda ću dobiti nekakav q crtica;0:03:05 - 0:03:14
takav da b je element slike od q crtice.;0:03:14 - 0:03:20
Dakle, kažem, ova oznaka za izomorfizam, ako napišem f ispod,;0:03:24 - 0:03:32
onda to znači konačni izomorfizam kao od finite.;0:03:32 - 0:03:37
Konačan. Dakle, ovdje sad kaže uvijeti fort i bek.;0:03:38 - 0:03:44
Analogni su modernom dokazu teorema uređenog karakterizacije skupa q.;0:03:44 - 0:03:48
Dakle, ak si sjećate, to je ona priča imam dva skupa,;0:03:48 - 0:03:51
obično se onda jedan od njih uzme da je q, a drugi je nekakav skup,;0:03:51 - 0:03:55
koji su prebrojivi, gusti i bez kranjih točaka uređeni,;0:03:55 - 0:03:59
onda postoji sličnost.;0:03:59 - 0:04:01
Ta sličnost se konstruira tak da uzmeš neki element ovdje,;0:04:01 - 0:04:04
neki element ovdje i predružiš.;0:04:04 - 0:04:07
Onda uzmeš sljedeći, što god sljedeći značilo,;0:04:07 - 0:04:10
dakle, sa obzirom na to da su oba prebrojivi, može se ići redom,;0:04:10 - 0:04:13
uzmeš sljedeći element od q i sad vidiš,;0:04:13 - 0:04:16
aha, ako je on veći od ovog početnog elementa,;0:04:16 - 0:04:19
onda tu uzmeš neki veći element.;0:04:19 - 0:04:21
Nije bitno koji.;0:04:21 - 0:04:23
Onda opet, uzmeš neki element iz q,;0:04:24 - 0:04:27
ali sad sljedeći porak je zapravo da uzmeš element iz a;0:04:27 - 0:04:31
i onda ako je taj recimo manji od ove dvojce,;0:04:31 - 0:04:35
onda u q tražim nekog koji je manji od te dvojce.;0:04:35 - 0:04:39
I tako dalje.;0:04:40 - 0:04:41
Dakle, opet sad sljedeći korak je da uzmem iz q nekoga;0:04:41 - 0:04:45
i recimo sad on je između drugog i trećeg,;0:04:45 - 0:04:49
onda opet u a uzmem nekog koji je između drugog i trećeg.;0:04:49 - 0:04:53
I tako dalje.;0:04:53 - 0:04:54
Uvijek tražim onoga koji se prema ostalim elementima;0:04:55 - 0:04:58
u tom skupu nalazi u istom odnosu u kojem se nalazi ovaj gore.;0:04:58 - 0:05:04
I idem na izmjenice.;0:05:04 - 0:05:07
Dakle, u parnim koracima idem iz q u a,;0:05:07 - 0:05:11
a u neparnima idem iz a u q.;0:05:11 - 0:05:13
I na taj način se zapravo onda može dokazati lako;0:05:13 - 0:05:16
da sam ja pokupio sve elemente.;0:05:16 - 0:05:18
Jer nekako prije ili kasnije svaki element od q će doći na red;0:05:18 - 0:05:22
i prije ili kasnije svaki element od a će doći na red.;0:05:22 - 0:05:25
Ali kažem, ovi uvijek i 40 back zapravo,;0:05:25 - 0:05:29
ako shvatimo ovo kao neku relacijsku strukturu,;0:05:29 - 0:05:31
dakle ono koje je, ne znam,;0:05:31 - 0:05:33
recimo da je ovo prvi, tu je recimo q nula i tu je a nula.;0:05:37 - 0:05:44
I onda sam recimo našao q1.;0:05:47 - 0:05:50
I ono što znam je da je q1 veći od q nula,;0:05:51 - 0:05:55
odnosno q nula, q1 je element ove relacije manje;0:05:55 - 0:06:04
interpretirane u strukturi q.;0:06:04 - 0:06:07
Dakle, onda ono što želim, želim da a nula, a1;0:06:08 - 0:06:13
bude također element relacije manje interpretirane u strukturi a.;0:06:13 - 0:06:18
I onda sam napravio, uzeo sam neki,;0:06:20 - 0:06:29
zamislimo da sam imao parcijalni izomorfizam;0:06:33 - 0:06:36
koji samo preslikava q nula u a nula.;0:06:36 - 0:06:42
I onda sam htio ga proširiti do novog parcijalnog izomorfizma;0:06:43 - 0:06:48
q nula, a nula, q1, a1.;0:06:48 - 0:06:52
Tako da, znači ovo bude podskup, dakle da sam ga stvarno proširio.;0:06:52 - 0:06:58
I da ovaj ima, što? Da ima q1 u domeni.;0:06:58 - 0:07:03
A u suprotnom smjeru bi isto tako našao nekakav a;0:07:08 - 0:07:12
i tražio bi nekakav parcijalni izomorfizam;0:07:12 - 0:07:16
takav da ima taj a u slici.;0:07:16 - 0:07:20
Dobro, također ovi uvjeti Fortebek će se pojavljivat;0:07:21 - 0:07:27
u izvjesnom smislu su slični kao u definiciji bisimulacije;0:07:27 - 0:07:32
kad budemo pričali o modelnoj logici.;0:07:32 - 0:07:35
