Speech;Timestamp
Dobro, dakle, ipak je malo zanimljivija situacija sa ovom dokazivošću,;0:00:00 - 0:00:07
jer zapravo ispadne da možete vi naći dokaze,;0:00:07 - 0:00:13
odnosno možete vi čak u konstruktivnom smislu odlučiti;0:00:13 - 0:00:18
je li nešto istina u C ili nije,;0:00:18 - 0:00:21
zbog toga što ovaj tu skup aksijoma koji sam tu napisao;0:00:23 - 0:00:28
je zapravo rekurzivan, odlučivo je u koraka za nekakav string;0:00:28 - 0:00:35
je li to instans za nekog aksijoma.;0:00:35 - 0:00:38
Naravno puno više o tome ćemo reći kad budemo govorili o algoritmima;0:00:38 - 0:00:41
ali za sad je možda zgodno već tu spomenuti o čemu se radi.;0:00:41 - 0:00:45
Dakle, kolega je bio pitao online u pauzi,;0:00:45 - 0:00:51
je li to onda zapravo znači da ja mogu za bilo kakvu formulu u prvog reda;0:00:52 - 0:00:59
u konačnom koraka utvrditi je li ona vrijedi u C ili ne.;0:00:59 - 0:01:04
Dakle, ispada da po ovome što smo rekli da zapravo da,;0:01:04 - 0:01:08
zato što ako ništa drugo ja mogu, s obzirom na to da imam rekurzivan skup aksijoma,;0:01:08 - 0:01:13
mogu jednostavno enumerirati sve moguće dokaze.;0:01:13 - 0:01:17
I naravno u općenitim, nepotpunim teorijama ono što je problem je što vi,;0:01:18 - 0:01:22
sašim se može dogoditi da vaša potraga nikad ne nađe dokaze;0:01:22 - 0:01:26
i onda vi ne znate je li to zato što formula ne vrijedi;0:01:26 - 0:01:29
ili zato što negacija te formule je stvarno nekakav teorem ili...;0:01:29 - 0:01:37
Ili, znači, u nekakvoj konkretnoj strukturi vaša formula ne vrijedi;0:01:37 - 0:01:49
zbog toga što nije teorem ili zato što jednostavno negacija je teorem;0:01:49 - 0:01:56
ili zato što jednostavno se radi o formuli koja u nekim strukturama vrijedi,;0:01:56 - 0:02:01
u nekima ne, pa eto u vašoj konkretno ne.;0:02:01 - 0:02:04
Dakle, to se ne može dogoditi ovdje jer se radi o potpunoj teoriji.;0:02:05 - 0:02:11
Dakle, ono što ja zapravo sigurno mogu je enumerirati sve dokaze;0:02:11 - 0:02:15
i čekati da mi se pojavi ili formula F ili njezina negacija.;0:02:15 - 0:02:19
Dakle, to je vrlo glupa procedura, naravno postoji puno pametnije procedure.;0:02:19 - 0:02:24
Jedna dosta važna, ako se dobro sjećam, se zove cilindrička dekompozicija.;0:02:24 - 0:02:29
Dakle, možete možda pogledat malo po internetu,;0:02:29 - 0:02:33
koja zapravo na puno pametniji način odlučuje tvrdnje u kompleksnim brojovima.;0:02:33 - 0:02:40
Naravno, iskazana je samo pomoću teorije polja.;0:02:40 - 0:02:43
